word,difficulty
Schäfchenwolke,3
Seewind,2
Seitenwind,3
Sichtweite,3
Sirocco,4
Smog,2
Sommer,1
Sonne,1
Sonnenaufgang,2
Sonnenbahn,2
Sonnenball,2
Sonnenbrand,2
Sonnenenergie,2
Sonnenfinsternis,3
Sonnenfleck,3
Sonnenflimmern,3
Sonnenglut,3
Sonnenhalo,4
Sonnenhöhe,2
Sonnenjahr,3
Sonnenklarheit,4
Sonnenkranz,3
Sonnenkrone,3
Sonnenlicht,2
Sonnenrand,2
Sonnenreflex,3
Sonnenrot,2
Sonnenscheibe,2
Sonnenschein,1
Sonnenstand,3
Sonnenstich,2
Sonnenstrahl,2
Sonnentag,2
Sonnenuhr,2
Sonnenuntergang,2
Sonnenwende,2
Sonnenwinkel,4
Sonnenwärme,2
Spritzregen,2
Sprühnebel,3
Sprühregen,3
Starkregen,2
Staubsturm,3
Staubwolke,3
Stern,1
Sternbild,3
Sternenfeld,2
Sternenfunkeln,2
Sternenglanz,2
Sternenhimmel,3
Sternenmeer,3
Sternennacht,2
Sternennebel,4
Sternenregen,4
Sternenstaub,3
Sternenwind,4
Sternenzelt,3
Sternfall,3
Sternhaufen,4
Sternkarte,3
Sternklarheit,3
Sternlicht,2
Sternschnuppe,3
Sternwarte,3
Sternzeichen,2
Sternzeit,4
Strahlstrom,3
Stratosphäre,4
Stratus,4
Streulicht,3
Sturm,2
Sturmauge,2
Sturmböe,3
Sturmflut,3
Sturmhimmel,2
Sturmwarnung,3
Sturmwind,2
Sturmwolke,3
Sturmzentrum,3
Sturzregen,3
Südwind,2
Tagesanbruch,2
Tageslicht,1
Tagundnachtgleiche,4
Taifun,3
Talwind,2
Tau,2
Taupunkt,4
Tauwetter,3
Teleskop,2
Temperatur,2
Temperaturanstieg,2
Temperatursturz,2
Thermik,3
Thermometer,2
Thermosphäre,4
Tiefdruckgebiet,2
Tierkreis,3
Tornado,3
Treibhausgas,2
Triebschnee,4
Trockenheit,2
Troposphäre,4
Trägerrakete,3
Umlaufbahn,3
Universum,2
Unwetter,2
Verdunstung,2
Vollmond,2
Warmfront,3
Warmluft,2
Wasserdampf,2
Weltraum,2
Westwind,2
Wetter,1
Wetterballon,3
Wetterbericht,3
Wetterberuhigung,3
Wetterdienst,2
Wetterfahne,3
Wetterfenster,2
Wetterfrosch,2
Wetterfühligkeit,4
Wetterglas,3
Wettergott,3
Wetterhahn,3
Wetterkapriole,3
Wetterkarte,3
Wetterkunde,3
Wetterlage,3
Wetterleuchten,4
Wettermodell,3
Wetterphänomen,3
Wetterradar,3
Wetterstation,3
Wettersturz,4
Wetterumschwung,3
Wettervorhersage,2
Wetterwarnung,3
Wetterwarte,4
Wetterwechsel,2
Wetterzeichen,3
Wind,1
Winddreher,3
Windhose,3
Windmesser,3
Windrauschen,2
Windrichtung,2
Windschatten,3
Windstau,3
Windstille,3
Windstoß,2
Windstärke,2
Winter,1
Wirbelsturm,3
Wolke,1
Wolkenatlas,4
Wolkenband,3
Wolkenbank,2
Wolkenbasis,3
Wolkenbild,3
Wolkenbildung,2
Wolkenbruch,3
Wolkendecke,3
Wolkenfahne,4
Wolkenfeld,2
Wolkenfetzen,3
Wolkenformation,3
Wolkenfront,3
Wolkenfärbung,3
Wolkengipfel,3
Wolkengrau,2
Wolkengrenze,3
Wolkenhimmel,3
Wolkenhöhe,4
Wolkenkante,2
Wolkenkern,3
Wolkenloch,3
Wolkenlosigkeit,2
Wolkenlücke,3
Wolkenmeer,3
Wolkenrand,3
Wolkenriss,2
Wolkensaum,2
Wolkenschatten,3
Wolkenschleier,3
Wolkenspiegel,3
Wolkenspiel,2
Wolkenspur,3
Wolkenstraße,4
Wolkenstreifen,2
Wolkenturm,4
Wolkenuntergrenze,4
Wolkenwand,3
Wolkenwirbel,3
Wolkenzug,3
Wärme,1
Wärmeinsel,3
Zenit,3
Zirrus,4
Zwielicht,2
Zyklon,3
