word,difficulty
Gastgeber,3
Geburtstag,1
Geburtstagsrunde,3
Gehalt,1
Gehaltsabrechnung,4
Genehmigung,4
Gerücht,2
Geschenk,1
Geschäftsführer,3
Geschäftsführung,4
Gespräch,1
Gesprächsnotiz,4
Gewerbe,4
Gleichberechtigung,4
Gleitzeit,3
Gratulation,2
Handbuch,3
Handwerk,3
Hausmeister,2
Hauspost,3
Heftgerät,3
Helm,1
Hierarchie,4
Hochzeit,1
Homeoffice,3
Höflichkeit,3
Idee,1
Internet,2
Jahresgespräch,4
Jahresziel,3
Jubiläum,3
Kaffeeklatsch,3
Kaffeeküche,3
Kaffeepause,2
Kaffeetasse,1
Kalender,2
Kantine,2
Kantinenkarte,4
Karriere,2
Karriereleiter,3
Kassenwart,4
Kennzahl,4
Klatsch,2
Klärung,2
Kollegenkreis,3
Kollegenneid,4
Kollegialität,4
Kollegin,2
Kollegium,3
Kollegschaft,3
Kompetenz,4
Kompromiss,3
Konferenz,2
Konferenzraum,3
Konflikt,3
Kontakt,2
Kontostand,3
Konzept,3
Kopie,2
Kopierer,3
Kostenstelle,4
Krankenkasse,3
Krankenstand,4
Krankheit,1
Krankheitstag,3
Krankmeldung,3
Krawatte,2
Kritik,2
Kugelschreiber,2
Kunde,1
Kundendienst,4
Kundenkontakt,3
Kundschaft,3
Kündigung,3
Kündigungsfrist,4
Lager,3
Lebenslauf,3
Leistungsbeurteilung,4
Leistungsdruck,3
Lieferant,3
Lieferung,3
Lob,1
Locher,2
Lohn,2
Lohnerhöhung,3
Mahnung,3
Marketing,4
Markt,2
Maus,1
Mehrwertsteuer,3
Messe,3
Mikrowelle,2
Misserfolg,4
Missverständnis,2
Mitarbeiter,2
Mitgliedschaft,3
Mittagspause,2
Mitteilung,2
Monatsbericht,3
Motivation,3
Nachbar,1
Nachbarschaft,2
Nachfolge,4
Nachricht,2
Nachtschicht,3
Nachweis,3
Namensliste,2
Namensschild,3
Netzwerk,4
Notfall,2
Notiz,2
Notizblock,2
Ordner,2
Ordnungssinn,3
Original,2
Paket,1
Paketzusteller,3
Papierstapel,3
Parkplatz,2
Passwort,2
Pause,1
Pausenbrot,1
Pausenraum,3
Pendler,3
Pendlerpauschale,5
Pension,3
Pensionierung,4
Personal,2
Personalabteilung,3
Personalakte,3
Planung,3
Plauderei,2
Plausch,3
Postausgang,3
Posteingang,3
Postfach,3
Poststelle,3
Praktikant,3
Praktikum,3
Priorität,3
Probearbeit,4
Probelauf,3
Probezeit,3
Produktion,4
Projekt,2
Projektleitung,4
Projektplan,4
Projektstart,3
Projektteam,3
Protokoll,4
Prämie,3
Präsentation,3
Präsentationsfolie,4
Pünktlichkeit,2
Qualifikation,4
Quartal,3
Quittung,3
Quittungsblock,4
Radiergummi,2
Rechnung,2
Rednerpult,4
Referenz,3
Reinigungskraft,3
Reisekosten,4
Reisepass,2
Reklamation,4
Rente,3
Respekt,2
Rezeption,4
Ruf,2
Ruhestand,3
Rundschreiben,4
Rückfrage,3
Rückmeldung,3
Rücksprache,3
Sachbearbeiter,4
Sachbearbeitung,4
Schalter,3
Schicht,3
Schichtdienst,4
Schichtplan,4
Schichtwechsel,3
Schlüssel,1
Schreiben,2
Schreibtisch,2
Schreibtischlampe,3
Schulung,3
Schutzbrille,3
Sekretariat,3
Sekretärin,3
Sektempfang,3
Selbstständigkeit,4
Seminar,3
Sicherheit,2
Sicherheitsunterweisung,4
Sitzordnung,2
Sitzung,3
Skizze,2
Sorgfalt,2
Spende,2
Sperre,3
Spesen,4
Spind,3
Sponsoring,4
Sprechstunde,3
Spätschicht,3
Stapler,3
Statistik,3
Stau,1
Stechuhr,3
Stelle,2
Stellenanzeige,3
Stellenprofil,4
Stellenwechsel,3
Stempel,3
Stempelkarte,3
Steuer,3
Stichtag,3
Strategie,4
Streit,1
Stress,2
Stromausfall,3
Studium,3
Tagesordnung,3
Tastatur,2
Team,2
Teamleiter,3
Teilzeit,2
Telefonat,2
Telefonkonferenz,4
Telefonnummer,2
Telefonzentrale,4
Termin,1
Terminplan,3
Textmarker,2
Trennung,3
Treppenhaus,2
Trinkgeld,2
Tätigkeit,2
Tätigkeitsbereich,3
Umfrage,3
Umkleide,3
Ummeldung,4
Umschlag,2
Umstellung,3
Umzug,2
Unterlage,2
Unterschrift,2
Unterweisung,4
Urlaub,1
Urlaubsgeld,3
Urlaubssperre,4
Verabschiedung,3
Verantwortung,3
Verein,2
Vereinbarkeit,4
Vereinbarung,3
Verhandlung,4
Verkauf,2
Versand,2
Verschiebung,2
Versicherung,3
Versöhnung,3
Vertrag,2
Vertretung,3
Vertretungsplan,4
Vertrieb,4
Visitenkarte,3
Visum,3
Vollzeit,2
Vorgesetzter,3
Vorstand,4
Vorstandssitzung,4
Vorstellung,2
Warnweste,3
Warteschlange,2
Wartezimmer,2
Wasserkocher,2
Weihnachtsgeld,3
Weiterbildung,3
Werbung,2
Werkstatt,3
Werkzeugkasten,3
Wettbewerb,3
Wochenenddienst,4
Wochenplan,3
Zahlung,2
Zeitdruck,2
Zertifikat,4
Zeugnis,3
Ziel,2
Zielvereinbarung,4
Zugriff,3
Zustellung,2
Zustimmung,2
Zutritt,4
Zuverlässigkeit,2
Änderung,2
Überlastung,4
Überstunde,3
Überstundenkonto,4
Überweisung,3
