word,difficulty
Entsperrung,3
Entwickler,3
Entwicklungsumgebung,4
Erdung,3
Erinnerung,2
Ersatzteil,2
Farbtiefe,4
Favorit,2
Favoritenliste,3
Fehlerbericht,3
Fehlercode,2
Fehlermeldung,2
Fehlerprotokoll,3
Fehlersuche,4
Fenster,1
Fernbedienung,2
Fernseher,1
Fernzugriff,4
Festplatte,3
Filter,2
Firewall,4
Firmware,4
Fitnessarmband,2
Flugmodus,2
Formatierung,3
Formatvorlage,3
Fortschrittsbalken,2
Forum,2
Foto,1
Freigabe,3
Freigaberegel,4
Freischaltcode,2
Freischaltung,3
Frequenz,3
Funkgerät,3
Funknetz,4
Funkverbindung,3
Funkwelle,4
Garantie,2
Gehäuse,2
Gerät,1
Gerätesperre,3
Gerätesuche,4
Gesichtserkennung,3
Glasfaser,4
Grafik,2
Grafikkarte,3
Gruppenchat,3
Guthaben,2
Halterung,2
Handbuch,2
Handy,1
Hardware,3
Hersteller,2
Herunterladen,3
Hintergrundbild,2
Hotline,2
Hotspot,3
Identität,3
Identitätsdiebstahl,5
Information,2
Infrarot,3
Installation,3
Internet,1
Internetadresse,3
Joystick,3
Kabel,1
Kabelsalat,2
Kalender,2
Kamera,1
Karte,1
Kartendienst,3
Klick,2
Klingelton,2
Kommentar,2
Kompass,3
Kompatibilität,4
Kompatibilitätsmodus,5
Komprimierung,4
Kondensator,4
Konferenzraum,3
Konsole,3
Kontakt,2
Kontaktanfrage,3
Kontaktliste,3
Konto,1
Kontoeinstellung,3
Kopfhörer,2
Kopierer,2
Kopplung,3
Kundenkonto,3
Kundenservice,2
Kurzschluss,3
Kühlkörper,4
Künstlicheintelligenz,4
Ladegerät,2
Ladekabel,2
Ladeschale,2
Ladestation,2
Laptop,1
Latenz,4
Lautsprecher,3
Lautstärke,2
Leistungsaufnahme,4
Leiterbahn,4
Leiterplatte,4
Leitung,2
Leseansicht,3
Lesegerät,3
Lesezeichen,3
Leuchtdiode,4
Link,2
Lizenz,3
Lötstelle,4
Lüfter,2
Mailbox,3
Maschinenlernen,4
Maus,1
Mauspad,2
Mauszeiger,3
Mediendatei,4
Menü,2
Messenger,2
Mikrochip,3
Mikrofon,1
Mikrofonständer,3
Mobilfunk,2
Modem,3
Monitor,3
Nachricht,1
Navigation,2
Navigationsoftware,3
Netzausfall,3
Netzstecker,3
Netzteil,3
Netzwerk,3
Netzwerkkabel,3
Neustart,2
Notebook,2
Notiz,1
Notruf,1
Nutzungsbedingungen,4
Onlineshop,2
Ordner,2
Ortung,3
Passphrase,4
Passwort,1
Passwortmanager,4
Phishing,4
Pixel,3
Platine,3
Plattform,3
Podcast,3
Portal,3
Privatsphäre,3
Profil,3
Programm,2
Programmiersprache,3
Programmierung,4
Projektor,2
Protokoll,3
Prozessor,3
Präsentation,2
Prüfsumme,4
Quellcode,5
Quelltext,4
Rauchmelder,2
Rechenzentrum,4
Rechner,1
Rechteverwaltung,5
Rechtschreibung,2
Registerkarte,2
Registrierung,3
Reichweite,2
Relais,4
Roaming,4
Roboter,2
Routenansage,3
Routenplanung,3
Router,3
Rückerstattung,3
Rückmeldung,2
Satellit,3
Satellitenbild,4
Satellitennavigation,4
Satellitenschüssel,4
Scanner,3
Schadprogramm,4
Schadsoftware,4
Schalter,2
Schaltfläche,3
Schaltkreis,4
Schaltplan,3
Schlüssel,2
Schnittstelle,3
Schriftart,2
Schriftgröße,2
Seitenleiste,2
Sendebereich,3
Sendemast,3
Sendungsverfolgung,3
Sensor,3
Server,3
Sicherheitscode,3
Sicherheitsdienst,3
Sicherheitsfrage,3
Sicherheitskopie,3
Sicherheitslücke,4
Sicherheitsprüfung,3
Sicherung,2
Signal,2
Signalstärke,2
Signalton,3
Signatur,4
Sitzung,3
Smartphone,1
Smartwatch,2
Software,3
Sortierung,3
Sozialnetzwerk,3
Spam,3
Spannung,2
Speicher,3
Speicherkarte,3
Speicherort,2
Speicherplatz,2
Speicherstick,3
Sperrbildschirm,3
Sperrcode,3
Sperre,2
Sprachanalyse,4
Sprachanruf,3
Sprachassistent,3
Sprachbefehl,3
Spracherkennung,3
Sprachnachricht,3
Sprachsteuerung,3
Sprechanlage,2
Standort,2
Standortdienst,4
Standortfreigabe,3
Startbildschirm,2
Startknopf,2
Startmenü,3
Startseite,2
Statistik,2
Stativ,2
Statusleiste,2
Steckdose,1
Stecker,1
Steckkontakt,3
Steckleiste,2
Steckplatz,3
Steckverbinder,4
Steuerung,3
Streaming,3
Strichcode,3
Stromadapter,3
Stromkreis,3
Stromstärke,3
Stromverbrauch,2
Stromversorgung,2
Störung,2
Suchanfrage,3
Suchbegriff,3
Suchergebnis,2
Suchfeld,2
Suchfunktion,2
Suchleiste,3
Suchmaschine,2
Suchverlauf,3
Support,2
Symbol,2
Symbolleiste,3
Synchronisation,4
System,2
Systemmeldung,2
Tabellenkalkulation,3
Tablet,2
Tabletstift,3
Tarif,2
Taskleiste,3
Tastatur,1
Tastenkürzel,4
Taster,3
Teilnehmerliste,3
Telefon,1
Telefonbuch,2
Texteditor,3
Textnachricht,2
Textverarbeitung,3
Thermostat,2
Tippfehler,2
Tonaufnahme,3
Tonqualität,3
Tonspur,3
Touchpad,3
Touchscreen,3
Tracker,4
Transistor,4
Treiber,3
Türklingel,1
Untertitel,2
Update,3
Upload,2
Urheberrecht,3
Verbindung,1
Verbindungsabbruch,3
Verbindungsaufbau,3
Verbindungstest,4
Verlauf,2
Verlaufsliste,3
Verlängerungskabel,3
Verschlüsselung,4
Version,3
Versionsnummer,3
Vertrag,1
Verzeichnis,3
Verzögerung,3
Veröffentlichung,3
Videoanruf,3
Videoclip,2
Videodatei,3
Videokonferenz,3
Virenschutz,3
Vollbild,2
Vorlage,2
Warenkorb,2
Warteschlange,3
Wartung,2
Webcam,2
Webseite,3
Wecker,1
Wegbeschreibung,2
Werbung,1
Widerstand,3
Wiedergabe,3
Wiedergabeliste,3
Wiederherstellung,3
Wiederholrate,4
word,difficulty
Wörterbuch,2
Zahlungsdienst,3
Zahlungsmittel,3
Zeitzone,3
Zertifikat,4
Zoom,2
Zubehör,1
Zugangsdaten,3
Zugangskennung,4
Zugangspunkt,4
Zugriff,2
Zugriffsanfrage,3
Zugriffsebene,4
Zugriffskontrolle,4
Zugriffsschutz,3
Zurücksetzung,4
Zweitgerät,4
Zwischenablage,3
Zwischenspeicher,4
Übersetzer,2
Überspannung,4
Übertragung,3
Übertragungsrate,3
Überwachungskamera,2
