Walhai,4
Walnuss,2
Walross,4
Waran,4
Waschbär,4
Wasserdampf,3
Wasserfall,2
Wasserlilie,4
Wasserpest,3
Weberknecht,4
Weide,3
Welle,2
Wels,3
Wespe,2
Wiese,2
Wiesel,3
Wildschwein,3
Wipfel,3
Wirbelsturm,4
Wisent,4
Wolf,2
Wolke,1
Wombat,4
Wurzel,2
Wüste,2
Yak,4
Zapfen,2
Zaunkönig,4
Zebra,2
Zecke,3
Ziege,3
Zikade,3
Zobel,4
Zypresse,3
