word,difficulty
Kissen,1
Kiste,2
Kitt,4
Klammer,2
Klebeband,2
Klebstoff,2
Kleiderbügel,2
Kleiderbürste,3
Kleidersack,3
Kleiderstange,3
Klimagerät,4
Klingel,1
Knoblauchpresse,4
Knopf,1
Kochfeld,2
Kochgeschirr,3
Kochlöffel,2
Kombizange,3
Kommode,2
Kompost,3
Kopfteil,3
Korb,1
Korkenzieher,3
Kosmetiktuch,2
Kratzbaum,2
Kronleuchter,4
Krug,3
Kuchengitter,3
Küche,1
Küchenhandtuch,2
Küchenrolle,2
Küchenwaage,3
Küchenzange,3
Küchenzeile,3
Kühlschrank,1
Laken,2
Laminat,3
Lampe,1
Lampenschirm,3
Lappen,1
Lattenrost,3
Lautsprecher,3
Leiter,2
Leuchte,2
Lichtschalter,2
Lineal,2
Locher,2
Luftbefeuchter,4
Lufterfrischer,3
Läufer,3
Löffel,1
Markise,4
Matratze,2
Maßband,3
Mehrfachsteckdose,3
Messbecher,2
Messer,1
Mikrowelle,3
Milchaufschäumer,4
Milchkännchen,4
Mopp,2
Mundspülung,3
Mörser,4
Müllbeutel,2
Mülleimer,1
Mülltonne,2
Müslischale,2
Nachttisch,2
Nadel,2
Nagel,2
Napfunterlage,4
Notizbuch,1
Nudelholz,3
Nähkasten,4
Nähmaschine,3
Obstschale,3
Ofen,2
Ordner,2
Papierhandtuch,2
Papierkorb,1
Papiertonne,3
Parkett,3
Pfanne,1
Pfannenwender,3
Pfeffermühle,3
Pfefferstreuer,2
Pflanze,2
Pflanzkübel,3
Pinnwand,3
Pinsel,2
Pizzaschneider,3
Platzdeckchen,4
Plissee,4
Poster,2
Putzmittel,2
Putzstein,3
Putztuch,2
Pömpel,3
Pürierstab,3
Radiergummi,2
Radio,2
Rankhilfe,4
Rasensprenger,3
Rasierer,2
Rasierschaum,3
Rauchmelder,3
Raumduft,3
Raumteiler,3
Regal,1
Regalbrett,4
Regenrinne,3
Reibe,3
Reinigungsbürste,3
Reiskocher,3
Reißverschluss,3
Restmüll,2
Rezeptbuch,3
Rohrreiniger,3
Rohrzange,4
Rolladen,3
Rollo,2
Rührgerät,3
Salatbesteck,3
Salatschleuder,4
Salzfass,3
Salzstreuer,1
Schalter,1
Scharnier,4
Schaukelstuhl,4
Schaumbad,2
Schere,1
Scheuerbürste,3
Scheuermilch,4
Schirmständer,3
Schlafsack,2
Schlafzimmer,1
Schleifpapier,4
Schließzylinder,4
Schloss,2
Schlüssel,1
Schlüsselbrett,3
Schmutzfangmatte,4
Schneebesen,3
Schneidebrett,2
Schrank,1
Schraube,2
Schraubendreher,3
Schraubensatz,4
Schraubenschlüssel,3
Schraubstock,4
Schreibblock,2
Schreibtisch,2
Schublade,2
Schuhanzieher,3
Schuhregal,3
Schuhständer,3
Schutzbrille,3
Schutzschalter,4
Schwamm,1
Schälchen,2
Schäler,3
Schöpfkelle,4
Schürze,2
Schüssel,1
Seife,1
Seifenablage,4
Seifenschale,3
Seifenspender,3
Seitenschneider,4
Servierplatte,3
Servierwagen,4
Serviette,1
Sessel,2
Shampoo,1
Sicherung,3
Sicherungskasten,4
Sideboard,3
Sieb,2
Silikon,4
Sofa,1
Sonnenschirm,2
Spachtel,3
Spanngurt,3
Spatel,3
Spiegel,1
Sprechanlage,4
Spülbecken,2
Spülmaschine,2
Spülmittel,2
Staubsauger,1
Staubsaugerbeutel,3
Staubtuch,2
Staubwedel,3
Steckdose,1
Stecker,2
Steckschlüssel,5
Stehlampe,2
Stift,1
Streichholz,2
Strohhalm,2
Stromleitung,3
Stromzähler,4
Stuhl,1
Stöpsel,2
Stößel,3
Säge,2
Tacker,3
Tagesdecke,3
Tapete,2
Taschentuch,1
Tasse,1
Teekanne,2
Teesieb,3
Teigschaber,4
Teller,1
Teppich,1
Teppichklopfer,5
Terrasse,2
Thermoskanne,3
Thermostat,3
Tisch,1
Tischdecke,2
Tischlampe,2
Tischläufer,4
Tischset,3
Toaster,3
Toilette,1
Toilettenbürste,2
Toilettendeckel,3
Toilettenpapier,1
Toilettenpapierhalter,3
Topf,1
Topflappen,3
Tortenheber,4
Treppe,1
Trichter,3
Trinkflasche,2
Trockner,2
Tür,1
Türkette,3
Türklinke,3
Türrahmen,4
Türschild,3
Türspion,3
Türstopper,3
Untersetzer,3
Untertasse,2
Vase,2
Ventilator,2
Verlängerungskabel,3
Vitrine,3
Vorhang,1
Vorleger,3
Vorrat,2
Vorratsbehälter,3
Vorratsdose,2
Vorratsglas,3
Vorratskammer,4
Wand,1
Wandfarbe,2
Wandhaken,3
Wanduhr,2
Warmwasser,2
Waschbecken,2
Waschbeutel,3
Waschbrett,4
Waschgang,2
Waschmaschine,1
Waschpulver,2
Wasserfilter,3
Wasserhahn,2
Wasserkocher,3
Wasserleitung,3
Wasserwaage,3
Wasserzähler,4
Wecker,2
Weichspüler,3
Werkbank,3
Werkzeugkasten,3
Werkzeugkoffer,3
Werkzeugschrank,3
Wertstoff,3
Wischer,2
Wischwasser,3
Wohnung,1
Wohnzimmer,1
Wärmflasche,3
Wäschekorb,2
Wäscheleine,2
Wäschenetz,3
Wäschesack,3
Wäscheseife,3
Wäschespinne,4
Wäscheständer,3
Wäschetruhe,4
Zahnbürste,1
Zahnbürstenhalter,4
Zahnpasta,1
Zahnseide,3
Zange,2
Zeitschrift,2
Zeitschriftenständer,3
Zeitung,1
Ziegel,2
Zimmer,1
Zimmerpflanze,2
Zitronenpresse,4
Zollstock,3
Zuckerdose,3
Zuckerzange,4
Übertopf,3
