word,difficulty
Frühlingsfest,3
Frühlingsputz,3
Frühlingsregen,3
Frühlingswind,3
Funken,2
Gartenfest,2
Gartenparty,2
Geburtstag,1
Geschenk,1
Geschenkanhänger,3
Geschenkband,2
Geschenkpapier,2
Geschenktüte,2
Gewitter,2
Gewitterwolke,3
Girlande,3
Glasvase,1
Glatteis,3
Glitzer,2
Glockenspiel,3
Glut,2
Glühbirne,1
Glühwein,3
Grill,2
Grillabend,2
Grillkohle,3
Grillzange,3
Grußkarte,2
Gummistiefel,2
Gänsekeule,3
Gästeliste,3
Hagel,2
Hagelschauer,4
Handschuh,1
Haselnuss,2
Heiligabend,3
Herbst,1
Herbstlaub,2
Herbstnebel,3
Herbstwind,3
Himbeere,2
Himmelfahrt,4
Hitze,1
Hitzewelle,3
Hochzeit,1
Holunder,4
Holunderblüte,4
Holzscheit,2
Honig,1
Hyazinthe,3
Häppchen,2
Jahresanfang,3
Jahresende,3
Jahreskreis,3
Jahresplan,3
Jahresrückblick,3
Jahrestag,2
Jahreswechsel,3
Jahrmarkt,2
Januar,1
Johannisbeere,3
Jubiläum,3
Juli,1
Juni,1
Kaffeekanne,1
Kakaopulver,2
Kalender,1
Kalenderblatt,3
Kamin,2
Karneval,3
Karpfen,3
Kartenspiel,2
Kartoffelsalat,3
Kastanie,2
Kastanienblatt,3
Kastanienmännchen,4
Keksteller,3
Kerze,1
Kerzenhalter,2
Kerzenschein,2
Kerzenwachs,3
Kirmes,3
Kirschblüte,3
Kirsche,1
Knallbonbon,3
Knallerei,3
Knödel,2
Kohleanzünder,3
Kommunion,4
Konfetti,3
Konfettikanone,3
Konfirmation,4
Kornfeld,3
Kostüm,3
Kostümierung,4
Kranz,3
Krippe,4
Krokus,2
Kuchenform,2
Kuchengabel,2
Kälte,1
Kälteeinbruch,3
Kältewelle,3
Kürbis,2
Lagerfeuer,3
Lametta,2
Lampion,2
Lampionumzug,4
Laterne,2
Laternenfest,3
Laternenlied,3
Laternenstab,4
Laternenumzug,4
Laub,1
Laubfall,3
Laubhaufen,2
Laubrechen,3
Lebkuchen,3
Lebkuchengewürz,4
Lichterglanz,3
Lichterkette,3
Lichtermeer,3
Liegestuhl,2
Luftballon,1
Luftschlange,2
Mai,1
Maibaum,2
Maifest,3
Maiglöckchen,3
Mandarine,2
Marone,3
Marzipan,3
Marzipanfigur,3
Marzipankartoffel,3
Maske,3
Mirabelle,4
Mistel,4
Mitternacht,3
Mitternachtsfeier,3
Mitternachtsimbiss,4
Mitternachtskuss,4
Mitternachtsmesse,4
Mondschein,3
Morgentau,3
Most,3
Musikbox,2
Muttertag,2
März,1
Mückenspray,3
Mütze,1
Narrenkappe,4
Narrenzunft,5
Narzisse,2
Nebelbank,3
Nebelhorn,4
Nebelnacht,4
Nelke,2
Neujahr,2
Neujahrsvorsatz,3
Neuschnee,3
Nieselregen,3
November,1
Nussknacker,3
Oktober,1
Orkan,3
Osterei,1
Osterfeuer,3
Osterhase,2
Osterkerze,3
Osterkorb,3
Osterlamm,3
Ostern,1
Palmzweig,3
Papierlaterne,3
Pappnase,3
Perücke,2
Pfingsten,4
Pflaume,3
Picknick,2
Picknickkorb,3
Pilzkorb,3
Pilzzeit,3
Platzkarte,3
Plätzchen,3
Pollenflug,3
Polonaise,4
Primel,2
Prunksitzung,4
Punsch,3
Punschglas,3
Punschkessel,4
Raclette,3
Rakete,3
Ratespiel,3
Raureif,4
Reformationstag,4
Regenbogen,1
Regenjacke,2
Regenschirm,1
Reif,2
Reifglanz,5
Rentier,3
Rhabarber,3
Ritual,3
Rodelbahn,3
Rodelspaß,3
Rosenmontag,4
Rotkohl,2
Schal,1
Schleife,3
Schleifenband,3
Schlitten,2
Schlittenfahrt,3
Schlittenhund,3
Schlittschuh,3
Schlittschuhlaufen,3
Schminke,2
Schneeball,2
Schneeballschlacht,3
Schneebesen,4
Schneebrett,4
Schneebruch,4
Schneedecke,2
Schneefall,3
Schneefeger,4
Schneeflocke,3
Schneefräse,3
Schneegestöber,3
Schneeglöckchen,3
Schneeketten,3
Schneekristall,4
Schneekugel,2
Schneemann,3
Schneematsch,3
Schneepflug,3
Schneeregen,3
Schneerose,3
Schneeräumung,3
Schneeschaufel,3
Schneeschmelze,4
Schneeschuh,3
Schneesturm,3
Schneetreiben,4
Schneeverwehung,4
Schnitzeljagd,3
Schulferien,2
Schulfest,3
Schwibbogen,4
Schwimmbad,1
Schützenfest,3
Sekt,3
Sektglas,3
Sektkorken,3
September,1
Servierplatte,2
Serviette,1
Serviettenring,3
Silvester,1
Skifahrt,3
Skihütte,2
Skisprung,4
Sommer,1
Sommerferien,2
Sommerfest,3
Sommergewitter,3
Sommerhitze,3
Sommernacht,3
Sommerzeit,2
Sonnenbrand,3
Sonnencreme,2
Sonnenhut,2
Sonnenliege,3
Sonnenschein,1
Sonnenuntergang,2
Sonnenwende,4
Spargel,3
Spekulatius,3
Spielabend,2
Spielzeug,1
Stechpalme,4
Stern,1
Sternanis,4
Sternschnuppe,2
Stockbrot,2
Stollen,3
Strand,1
Straßenfest,3
Streichholz,1
Streusalz,3
Strohballen,3
Strohstern,3
Sturmböe,3
Sturmflut,4
Tagundnachtgleiche,5
Tannenbaum,2
Tannengrün,3
Tannennadel,3
Tannenzapfen,2
Tannenzweig,3
Tanzfläche,2
Tau,2
Taufe,3
Taupunkt,4
Tauwetter,3
Teelicht,2
Temperatur,3
Terminplaner,3
Thermoskanne,3
Tischdecke,2
Tischkarte,3
Tischläufer,3
Tischschmuck,3
Tombola,3
Torte,1
Tradition,2
Traubensaft,2
Trinkspruch,4
Trommel,2
Tulpe,2
Umzug,3
Umzugswagen,3
Vanillekipferl,4
Vatertag,2
Veilchen,2
Verpackung,3
Verwehung,4
Vogelzug,3
Volksfest,3
Vorfreude,2
Wachsgießen,4
Walnuss,2
Walzer,3
Weihnachten,1
Weihnachtsgans,2
Weihnachtslied,3
Weihnachtsmann,3
Weihnachtsmarkt,3
Weihnachtspyramide,4
Weihnachtsstern,3
Weihrauch,4
Weinberg,3
Weinlese,4
Weinprobe,3
Wichtel,3
Wichtelbrief,4
Wimpel,2
Wimpelkette,3
Windstille,3
Winter,1
Winterdienst,4
Winterjacke,3
Wintermantel,2
Winterpause,3
Winterreifen,2
Wintersonne,3
Winterstiefel,2
Wintersturm,3
Winterurlaub,2
Winterwald,3
Winterwetter,3
Winterzeit,2
Wolke,1
Wolkenbruch,4
Wolkenlücke,3
Wollmütze,2
Wollsocke,2
Wunderkerze,2
Wunschliste,2
Wunschzettel,2
Wärmflasche,2
Würfelspiel,3
Würstchen,1
Zapfen,2
Zeitumstellung,3
Zimt,2
Zimtduft,3
Zimtschnecke,3
Zimtstange,3
Zuckerguss,3
Zuckerstange,2
Zuckerstreusel,2
Zwetschge,3
Überraschung,1
