word,difficulty
Milchreis,2
Milchshake,3
Mineralwasser,3
Minze,2
Mirabelle,3
Miso,4
Mixer,3
Mohn,3
Molke,4
Mousse,3
Mozzarella,3
Muschel,3
Muskat,4
Mürbeteig,3
Müsli,2
Müsliriegel,2
Nacho,3
Natron,3
Nektarine,3
Nelke,4
Niere,4
Nougat,4
Nudel,1
Nudelholz,3
Nudelsalat,3
Obstkuchen,2
Obstsalat,2
Ofen,1
Okra,4
Olive,2
Olivenöl,2
Omelett,3
Orange,1
Orangensaft,2
Oregano,3
Paella,4
Pakchoi,4
Panade,3
Pannacotta,3
Papaya,3
Paprika,3
Paranuss,4
Parmesan,3
Passionsfrucht,3
Pastete,3
Pastinake,4
Pesto,3
Petersilie,3
Pfanne,1
Pfannenwender,3
Pfannkuchen,3
Pfeffer,1
Pfirsich,2
Pflaume,2
Physalis,4
Pilz,3
Piment,4
Pinienkern,4
Pistazie,3
Pizza,2
Polenta,4
Popcorn,2
Portwein,4
Praline,4
Preiselbeere,3
Pudding,3
Puderzucker,2
Pumpernickel,4
Punsch,3
Pute,2
Püree,2
Quark,3
Quesadilla,3
Quiche,3
Quinoa,4
Quitte,3
Radieschen,2
Radler,3
Rahm,3
Ramen,3
Rapsöl,3
Ravioli,3
Reibe,2
Reis,1
Remoulade,3
Rettich,3
Rhabarber,4
Rindfleisch,2
Risotto,3
Roggen,4
Romanesco,4
Rosenkohl,3
Rosine,2
Rosmarin,3
RoteBete,3
Rotkohl,3
Roulade,4
Rucola,3
Rösti,4
Röstzwiebel,4
Rührei,2
Rührteig,3
Safran,4
Saft,1
Sahne,3
Salami,2
Salat,2
Salbei,3
Salz,1
Salzstange,2
Sambal,3
Sandwich,2
Sardelle,4
Sardine,2
Sauerbraten,3
Sauerkraut,3
Sauerteig,4
Schaumkuss,3
Schinken,2
Schmalz,3
Schmelzkäse,3
Schnaps,2
Schneebesen,3
Schneidebrett,2
Schnittlauch,3
Schnitzel,3
Schokolade,2
Schokoriegel,2
Scholle,4
Schwarzwurzel,3
Schäler,2
Schöpfkelle,3
Schüssel,2
Seitan,5
Sekt,3
Sellerie,3
Semmelbrösel,4
Senf,3
Senfkorn,4
Serviette,2
Sesam,3
Sieb,2
Sirup,3
Smoothie,3
Sojabohne,2
Sojasauce,3
Sonnenblumenöl,3
Sorbet,3
Soße,2
Spaghetti,2
Spargel,3
Speck,2
Speiseöl,3
Spekulatius,4
Spiegelei,2
Spinat,3
Spritzer,3
Spätzle,3
Sriracha,3
Stachelbeere,3
Steckrübe,4
Stevia,3
Stollen,3
Streusel,3
Strohhalm,2
Strudel,3
Studentenfutter,3
Stärke,3
Suppe,2
Sushi,3
Sülze,3
Süßkartoffel,3
Tahini,4
Tasse,1
Tee,1
Teebeutel,2
Teesieb,3
Teigschaber,4
Teller,2
Tempeh,5
Thermoskanne,3
Thunfisch,2
Thymian,4
Tintenfisch,4
Tiramisu,3
Toast,1
Tofu,3
Tomate,1
Tomatenmark,3
Tomatensauce,2
Tomatensuppe,2
Topf,1
Topinambur,5
Torte,2
Tortellini,4
Tortilla,2
Traube,2
Trichter,2
Trüffel,5
Tzatziki,2
Vanille,3
Vanilleschote,3
Vinaigrette,4
Vorrat,3
Vorratsdose,3
Waffel,3
Walnuss,2
Wasabi,4
Wasser,1
Wein,2
Weinessig,3
Weizen,3
Weißkohl,2
Whisky,2
Wirsing,4
Wodka,2
Wurst,2
Xylit,5
Zander,4
Ziegenkäse,3
Zimt,3
Zitronade,3
Zitrone,2
Zitronengras,4
Zucchini,3
Zucker,1
Zuckerguss,3
Zuckerschote,2
Zunge,4
Zwetschge,2
Zwieback,2
Zwiebel,1
