word,difficulty
Halbwertszeit,5
Hals,1
Handschuh,1
Harnblase,3
Harnstoff,4
Hausarzt,2
Haut,1
Hebamme,2
Heilung,2
Helium,3
Hepatitis,3
Herz,1
Herzinfarkt,3
Herzklappe,3
Herzschlag,2
Herzschrittmacher,4
Hitzschlag,3
Hoden,2
Hormon,3
Hormontest,4
Hornhaut,3
Husten,1
Hygiene,2
Hypothese,4
Hörgerät,3
Immunisierung,3
Immunität,4
Immunologie,3
Immunsystem,4
Impfausweis,3
Impfreaktion,4
Impfschutz,3
Impfstoff,3
Impfung,2
Infektion,2
Infusion,3
Inhalator,3
Insulin,4
Integral,4
Intubation,5
Iris,3
Isotop,4
Kaiserschnitt,3
Kalium,3
Kalorie,2
Kapillare,3
Kapsel,2
Kardiologie,4
Katalysator,4
Katarakt,3
Katheter,3
Kehlkopf,3
Keim,2
Keramik,3
Kernfusion,4
Kernspaltung,4
Kiefer,2
Kleinhirn,4
Klinik,2
Knie,1
Knochen,1
Kohlendioxid,4
Kohlenhydrat,3
Komet,2
Kompression,4
Kontaktlinse,2
Kopfschmerz,2
Krampf,2
Krankenhaus,1
Krankenkasse,2
Krankheit,1
Krebs,3
Kreislauf,2
Kristall,3
Krücke,2
Kunststoff,2
Kupfer,3
Kurve,2
Kurzsichtigkeit,3
Labor,3
Laborbericht,4
Laborwert,4
Laser,3
Leber,3
Linse,2
Luftröhre,2
Lunge,1
Lymphdrainage,4
Lymphe,3
Lymphknoten,3
Lösung,2
Lösungsmittel,3
Magen,2
Magnetfeld,3
Magnetismus,4
Magnetresonanztomografie,5
Maske,1
Masse,2
Mathematik,2
Matrix,3
Mechanik,3
Medikament,2
Medizin,3
Meiose,5
Membran,3
Meniskus,3
Menstruation,3
Messfehler,3
Messgerät,2
Messung,3
Meteorit,3
Methode,3
Migräne,3
Mikrobe,4
Mikrobiologie,3
Mikrobiom,4
Mikroskop,3
Milz,3
Mineralstoff,3
Mitochondrium,4
Mitose,4
Modell,3
Modellierung,3
Molekül,3
Muskel,1
Muskelkater,2
Mutation,4
Nabelschnur,2
Nadel,1
Nahrungskette,3
Narkose,4
Nase,1
Nasennebenhöhle,4
Natrium,3
Nebenwirkung,3
Nerv,3
Netzhaut,3
Neurologie,4
Neuron,3
Neutron,4
Niere,3
Nierenstein,3
Notarzt,2
Notaufnahme,3
Notruf,2
Ohnmacht,2
Ohr,1
Onkologie,4
Operation,2
Optik,3
Organ,3
Organismus,2
Orthopädie,4
Osteoporose,3
Pandemie,2
Parasit,4
Pathologie,4
Patient,1
Penicillin,3
Periodensystem,3
Pflanze,1
Pflaster,2
Pflege,2
Pflegekraft,3
Photosynthese,3
Physik,2
Physiotherapie,3
Pilz,3
Pinzette,2
Pipette,3
Placebo,4
Planet,2
Pneumonie,4
Praxis,2
Prellung,2
Prisma,3
Prognose,2
Programmierung,3
Protein,2
Prothese,3
Proton,4
Psychiatrie,4
Psychologie,3
Puls,3
Pulsuhr,3
Pupille,2
Pädiatrie,4
Quantenphysik,5
Quarantäne,3
Quecksilber,3
Rachen,2
Radioaktivität,3
Rakete,2
Raumsonde,3
Reagenzglas,3
Reaktion,2
Reanimation,4
Reflex,2
Reflexion,3
Rehabilitation,3
Reinstoff,3
Relativität,4
Resistenz,4
Resonanz,4
Rettungswagen,2
Rezept,2
Rezeptor,4
Ribosom,4
Rippe,1
Risiko,2
Rollstuhl,2
Röntgen,3
Rückenmark,3
Salbe,2
Salz,1
Sanitäter,3
Satellit,2
Satellitenbild,3
Sauberkeit,1
Sauerstoff,3
Scanner,3
Schall,2
Schilddrüse,3
Schlaganfall,3
Schmerz,1
Schmerzmittel,2
Schnupfen,1
Schulter,1
Schutzimpfung,3
Schwangerschaft,2
Schwarzesloch,2
Schwindel,2
Schädel,2
Sedierung,4
Sehne,2
Sehstärke,3
Seismograf,4
Serotonin,3
Serum,4
Simulation,3
Skalpell,4
Skelett,2
Sonnenstich,2
Speicheldrüse,4
Speiseröhre,2
Spektrum,3
Spore,3
Sprechstunde,3
Spritze,2
Spurenelement,3
Statistik,3
Stent,3
Stern,2
Sternbild,2
Stethoskop,3
Stickstoff,3
Stillen,2
Stoffwechsel,4
Strahlentherapie,4
Strahlung,3
Stromkreis,3
Stuhlprobe,3
Sucht,2
Supernova,4
Symptom,3
Synapse,3
Säure,2
Tablette,2
Teilchen,3
Teilchenbeschleuniger,5
Teleskop,3
Temperatur,2
Tetanus,3
Theorie,3
Therapie,2
Thermometer,2
Thrombose,3
Tier,1
Tomografie,4
Transfusion,3
Transplantation,4
Treibstoff,2
Trommelfell,2
Tropfen,2
Tumor,3
Ultraschall,3
Umlaufbahn,2
Universum,2
Unterkühlung,3
Untersuchung,2
Uran,3
Urinprobe,3
Vakuum,3
Vektor,3
Vene,2
Verband,2
Verbrennung,2
Verdauung,2
Vererbung,3
Vergiftung,2
Verhütung,3
Verstauchung,3
Versuch,2
Virologie,3
Virus,2
Vitamin,2
Vorsorge,2
Vorsorgeuntersuchung,4
Vulkan,2
Waage,1
Wahrscheinlichkeit,2
Wartezimmer,2
Wasser,1
Wasserstoff,3
Weitsichtigkeit,3
Wellenlänge,4
Wirbelsäule,2
Wirkung,2
Wissenschaft,3
Wunde,1
Zahn,1
Zahnfleisch,3
Zahnmedizin,3
Zecke,2
Zeh,2
Zelle,3
Zellkern,3
Zellteilung,3
Zellwand,3
Zentrifuge,4
Zoologie,3
Zufall,2
Zunge,1
Zwerchfell,3
Zytoplasma,4
Ökologie,3
Ökosystem,3
Übelkeit,2
