Szenografie,4
Sänger,2
Tagebuch,2
Takt,2
Taktstock,3
Tango,2
Tanz,1
Tanzschule,2
Tanztheater,3
Tasteninstrument,4
Tempera,5
Tempo,3
Tenor,3
Textbuch,2
Textfassung,3
Theater,1
Theaterkritik,3
Theaterleitung,3
Theaterstück,2
Tinte,2
Titel,1
Ton,2
Tonart,3
Tonleiter,4
Tonmeister,3
Tonspur,3
Tonstudio,3
Tontechnik,2
Tragödie,3
Triangel,3
Trio,2
Trommel,1
Trompete,3
Tuba,3
Typografie,4
Tänzer,2
Umschlag,2
Untertitel,2
Uraufführung,4
Varieté,4
Veranstaltung,1
Verlag,3
Vernissage,4
Vers,3
Verstärker,3
Vibrato,3
Violinschlüssel,3
Vitrine,3
Volkslied,2
Volksmusik,2
Vorhang,2
Vorstellung,2
Vorverkauf,3
Vorwort,2
Walzer,2
Wandtext,4
Zeichentechnik,3
Zeichnung,1
Zirkus,1
Zither,3
Zugabe,2
Zuhörer,1
Zuschauerraum,3
Ölfarbe,3
Übersetzung,3
