word,difficulty
Fußball,1
Gaskocher,3
Gefälle,2
Gelbkarte,3
Geräteturnen,4
Geschicklichkeit,3
Gewichtheben,3
Gewichtsscheibe,4
Gipfel,3
Gipfelbuch,4
Gletscher,3
Golf,3
Grill,1
Grillrost,3
Grillzange,3
Gymnastik,3
Haken,2
Halbzeit,2
Hallenbad,3
Hammerwurf,4
Handball,2
Handschuh,1
Hantel,3
Heimspiel,2
Helm,2
Hinspiel,3
Hobby,2
Hochsprung,4
Hockeyschläger,4
Hängematte,3
Höhenmeter,3
Höhenweg,4
Hürdenlauf,4
Intervalltraining,4
Isomatte,3
Judo,4
Kabine,1
Kajak,3
Kanu,2
Kanufahren,3
Kapitän,3
Karabiner,4
Karate,4
Kartenspiel,2
Kegelbahn,3
Kegeln,2
Kettenschaltung,4
Kickboxen,3
Kitesurfen,4
Klettergerüst,2
Klettergriff,4
Klettergurt,4
Kletterhalle,3
Kletterkurs,3
Klettern,3
Kletterpark,3
Kletterroute,4
Kletterseil,4
Klettersteig,4
Klettertour,3
Kletterwand,3
Klimmzugstange,4
Klingel,1
Knieschützer,4
Knoten,3
Knöchelschoner,4
Kochtopf,2
Kompass,3
Kondition,2
Koordination,3
Kopfball,3
Korbball,4
Kraft,1
Kraftraum,3
Kraftsport,3
Kreide,3
Kugelstoßen,4
Kühlbox,2
Lagerfeuer,2
Lagerplatz,3
Landkarte,2
Langlauf,2
Laufbahn,2
Laufband,3
Laufen,1
Laufstrecke,3
Lawine,3
Leichtathletik,3
Lenker,2
Liegestuhl,2
Liegestütz,3
Lift,2
Linienrichter,4
Luftmatratze,2
Luftpumpe,2
Mannschaft,3
Mannschaftssport,4
Marathon,3
Mast,2
Medaille,2
Meisterschaft,2
Mikado,2
Minigolf,2
Mitgliedschaft,3
Mitspieler,2
Mountainbike,2
Mückenspray,3
Naturpark,2
Neoprenanzug,4
Netz,1
Orientierungslauf,4
Paddel,3
Paddelboot,3
Park,1
Parkour,3
Pass,2
Pausenstand,3
Pedal,2
Pfeife,1
Pflaster,1
Picknick,1
Picknickdecke,3
Picknickkorb,3
Pilates,3
Piste,2
Pokal,2
Proviant,3
Puck,3
Punktesieg,3
Punktestand,3
Puzzle,2
Qualifikation,3
Querlatte,3
Radfahren,1
Radsport,3
Radtour,3
Rangliste,3
Regenjacke,2
Regenponcho,3
Reifendruck,4
Reifenheber,3
Reise,1
Reiten,3
Rekord,2
Rennrad,2
Rennstrecke,3
Reparaturset,4
Rettungsring,3
Rettungsschwimmer,4
Rettungsweste,3
Ringen,4
Rodelbahn,3
Rodeln,3
Rollschuh,3
Rotkarte,3
Rucksack,2
Ruderblatt,4
Ruderboot,3
Rudern,3
Rugby,3
Rutschbahn,3
Rutsche,1
Rätsel,1
Rückhand,4
Rückrunde,3
Rückspiel,3
Saison,2
Sandburg,2
Sandkasten,1
Sattel,2
Sauna,3
Schach,2
Schaltung,3
Schaukel,1
Schiedsgericht,4
Schiedsrichter,3
Schienbeinschoner,4
Schlafsack,2
Schlauch,2
Schlauchboot,3
Schlitten,2
Schlittschuh,3
Schlittschuhlaufen,3
Schlusspfiff,3
Schläger,2
Schmetterball,4
Schneeball,1
Schneemann,1
Schneeschuh,4
Schnorchel,3
Schnorcheln,3
Schuss,2
Schutzplane,3
Schweißband,3
Schwimmbad,3
Schwimmbecken,3
Schwimmbrille,3
Schwimmen,1
Schwimmflosse,3
Schwimmflügel,2
Schwimmhalle,3
Schwimmkurs,2
Schwimmnudel,3
Schwimmring,3
Segel,3
Segelboot,3
Segeln,3
Segelregatta,3
Seil,1
Seilbahn,2
Seilschaft,4
Sessellift,3
Sicherungsgerät,4
Siebenkampf,4
Siegerehrung,3
Sitzkissen,2
Skateboard,3
Skibrille,3
Skifahren,3
Skihütte,2
Skischuh,3
Skispringen,4
Skistock,3
Slackline,3
Slalom,3
Snowboard,3
Softball,4
Sonnenbrille,1
Sonnencreme,1
Sonnenhut,2
Sonnenschirm,2
Spaziergang,1
Speerwurf,4
Speiche,4
Sperre,3
Spiel,1
Spieler,2
Spielfeld,3
Spielkarte,2
Spielminute,3
Spielpause,2
Spielplatz,1
Spielstand,3
Spielstein,3
Spielzug,3
Sponsoring,4
Sport,1
Sportarena,2
Sportfest,2
Sportgerät,3
Sporthalle,2
Sportpark,3
Sportplatz,2
Sportsocke,3
Sporttasche,2
Sportverein,2
Springseil,3
Sprint,3
Sprungbrett,3
Sprungturm,3
Squash,3
Stabhochsprung,4
Stadion,1
Staffel,3
Startblock,4
Startfeld,3
Startlinie,3
Startnummer,3
Startschuss,3
Startsignal,4
Steg,2
Steigung,2
Steuerbord,4
Steuerrad,3
Stirnband,2
Stirnlampe,3
Stollen,3
Stoppuhr,3
Strafraum,3
Strafstoß,3
Strand,1
Strandkorb,3
Strategie,3
Strecke,1
Sudoku,2
Surfen,3
Taekwondo,5
Taktik,3
Tartanbahn,4
Taschenmesser,3
Tauchen,3
Tauchflasche,4
Teamgeist,3
Tennis,1
Thermalbad,2
Thermoskanne,3
Tischkicker,2
Tischtennis,2
Tor,1
Tornetz,4
Torpfosten,3
Torwart,2
Trainer,2
Training,3
Trainingsanzug,2
Trainingsplan,4
Trampolin,2
Treffer,2
Trekking,3
Triathlon,3
Tribüne,3
Trikot,3
Trillerpfeife,3
Trinkblase,3
Trinkflasche,2
Trinkgürtel,4
Trinkpause,2
Turnbeutel,3
Turnen,2
Turnhalle,2
Turnier,3
Turnschuh,2
Turnstange,3
Umkleidekabine,3
Unentschieden,3
Urlaub,1
Ventil,3
Vereinsheim,3
Vereinsleben,3
Verlängerung,3
Verpflegung,3
Volleyball,2
Vorhand,4
Vorrunde,3
Völkerball,2
Wanderhut,3
Wanderkarte,3
Wandern,1
Wanderstiefel,3
Wanderstock,3
Wanderweg,2
Wasserball,3
Wasserflasche,2
Wasserkanister,3
Wasserpistole,2
Weitsprung,4
Wellenreiten,4
Werkzeug,1
Wettkampf,2
Wiederholung,2
Windsurfen,4
Wurfscheibe,2
Würfel,1
Yoga,3
Zehnkampf,4
Zeitmessung,4
Zeitstrafe,3
Zelt,2
Zelthering,4
Zeltlampe,3
Zeltplatz,3
Zeltstange,4
Ziel,1
Zielband,4
Zielbogen,3
Zielfoto,3
Ziellinie,3
Zielzeit,3
Zuschauer,2
Zuschauerraum,4
Zündholz,2
