word,difficulty
Aufheiterung,2
Auflauf,3
Auflaufform,3
Auflösung,3
Aufmerksamkeit,2
Aufnahme,2
Aufnahmeraum,3
Aufregung,2
Aufrichtigkeit,4
Aufruhr,3
Aufschlag,3
Aufstand,2
Aufstieg,3
Aufstrich,3
Auftrag,2
Aufwind,3
Aufwärmen,2
Aufzeichnung,2
Aufzug,1
Auge,1
August,1
Auktion,3
Ausbildung,2
Ausdauer,2
Auseinandersetzung,3
Ausfahrt,1
Ausfertigung,4
Ausflug,1
Ausgang,1
Ausgleich,3
Ausgrabung,3
Aushang,2
Aushilfe,3
Auskunft,3
Ausland,1
Auslegung,2
Ausreise,3
Aussage,2
Aussageform,3
Ausscheidung,3
Aussicht,2
Aussichtsplattform,4
Aussichtspunkt,3
Aussichtsturm,3
Ausstellung,1
Ausstellungshalle,3
Ausstellungstext,3
Auster,4
Auswahlgespräch,4
Auswahlmenü,3
Auswechslung,3
Ausweis,2
Auswertung,3
Auswärtsspiel,3
Auszeit,2
Auszubildender,4
Authentifizierung,4
Auto,1
Autobahn,2
Autobiografie,3
Autofokus,3
Autokorrektur,3
Automatisierung,4
Automorphismengruppe,5
Automorphismus,4
Autor,3
Autorenlesung,2
Autovermietung,3
Avocado,3
Axiom,3
Axolotl,5
Axt,1
Ayran,3
Bach,2
Bachstelze,3
Backblech,3
Backbord,4
Backform,3
Backofen,1
Backpapier,2
Backpinsel,3
Backpulver,3
Bad,1
Badeanzug,2
Badeball,2
Badebecken,2
Badegast,3
Badehose,2
Badeinsel,3
Badekappe,2
Badeleiter,4
Bademantel,3
Badeort,1
Badesee,2
Badetuch,2
Badeurlaub,2
Badewanne,2
Badewetter,2
Badezusatz,3
Badeöl,3
Badminton,3
Badvorleger,3
Baguette,2
Bahn,1
Bahndamm,4
Bahnhof,2
Bahnhofsgebäude,3
Bahnhofshalle,3
Bahnrad,4
Bahnsteig,3
Bahnübergang,4
Baiser,4
Bakterium,3
Balance,2
Balkon,1
Ball,1
Ballade,3
Ballbesitz,3
Ballett,2
Balsamico,3
Bambus,2
Banane,1
Bandage,2
Bandbreite,3
Bandwurm,3
Bangen,3
Bangigkeit,3
Bank,2
Bann,3
Banner,2
Bannspruch,3
Barcode,3
Barde,3
Bargeld,1
Barmherzigkeit,4
Barock,3
Barometer,2
Baron,3
Barrakuda,4
Barsch,4
Basalt,4
Basar,3
Base,2
Baseball,3
Basilika,3
Basilikum,2
Basilisk,4
Basis,3
Basisraum,3
Basiswechsel,3
Basketball,2
Bass,3
Bassschlüssel,3
Bastelkleber,3
Bastelschere,3
Batterie,1
Bauchnabel,1
Bauchspeicheldrüse,4
Bauernhof,2
Bauernkrieg,3
Baumschmuck,2
Bauschaum,5
Baustelle,2
Baustellenleiter,4
Bauteil,3
Beamer,2
Beatmung,3
Becher,2
Becken,3
Bedauern,2
Bedenken,3
Bedeutung,2
Bedeutungslosigkeit,4
Bedienfeld,3
Bedienung,2
Bedienungsanleitung,3
Bedürfnis,2
Befangenheit,4
Befehl,3
Befragung,4
Befreiung,3
Befremden,4
Befriedigung,3
Befristung,3
Befund,3
Beförderung,3
Befürchtung,3
Begehren,4
Begeisterung,2
Begierde,3
Begrüßung,2
Behagen,3
Behandlung,2
Beharrlichkeit,4
Behälter,2
Behörde,3
Beifahrer,2
Beispiel,1
Beitrag,2
Bekanntgabe,3
Bekanntschaft,3
Beklemmung,3
Beklommenheit,4
Belagerung,3
Belegschaft,3
Beleuchtung,4
Belichtung,3
Beluga,4
Benachrichtigung,2
Benimm,3
Benutzerführung,3
Benutzerkonto,3
Benutzername,3
Benutzeroberfläche,3
Benutzerrecht,4
Beobachtung,3
Beratung,2
Berechtigung,4
Berechtigungscode,4
Berechtigungsprüfung,4
Berechtigungsstufe,4
Bereitschaft,4
Berg,1
Bergbahn,3
Berghütte,3
Bergkamm,4
Bergsteigen,3
Bergtour,2
Bergwind,2
Bericht,2
Berichtswesen,5
Bernstein,4
Beruf,1
Berufsberatung,4
Berufserfahrung,3
Bescheid,4
Bescheidenheit,3
Bescheinigung,4
Bescherung,3
Beschilderung,4
Beschränktheit,3
Beschwerde,3
Beschwörung,3
Beschützer,2
Besen,2
Besenkammer,4
Besessenheit,4
Besichtigung,2
Besinnung,3
Besonnenheit,3
Besorgnis,3
Besprechung,2
Besprechungsraum,3
Besteck,1
Bestellung,2
Bestzeit,2
Bestätigungscode,2
Bestürzung,4
Besucher,2
Besucherausweis,4
Betrag,1
Betriebsarzt,4
Betriebsausflug,3
Betriebsfeier,3
Betriebsgeheimnis,4
Betriebsklima,3
Betriebsordnung,4
Betriebsrat,4
Betriebssicherheit,4
Betriebssystem,3
Betriebsurlaub,3
Betriebsversammlung,4
Betroffenheit,3
Betrug,2
Bett,1
Bettgestell,4
Bettlaken,3
Bettwäsche,2
Beunruhigung,3
Beurteilung,3
Beutel,2
Bewegung,2
Bewegungsmelder,2
Beweis,2
Beweisschritt,3
Beweisskizze,3
Bewerber,2
Bewerbung,2
Bewerbungsfrist,4
Bewerbungsgespräch,3
Bewerbungsmappe,4
Bewerbungsschreiben,3
Bewerbungstermin,3
Bewerbungstraining,4
Bewertung,3
Bewirtung,4
Bewunderung,3
Bewusstsein,3
Bewältigung,3
Bewölkung,2
Bewölkungsgrad,4
Bezahlung,2
Bezahlvorgang,3
Bezeichnung,2
Bezirk,2
Biathlon,3
Bibel,1
Biber,3
Bibliografie,4
Bibliothek,2
Bidet,4
Biene,1
Bier,2
Biergarten,3
Bijektivität,3
Bilanz,4
Bild,1
Bildaufbau,3
Bildband,3
Bildbearbeitung,3
Bildbereich,3
Bilderhaken,3
Bilderkennung,3
Bilderleiste,4
Bilderrahmen,3
Bildfreigabe,3
Bildhauer,3
Bildlauf,3
Bildlaufleiste,4
Bildmenge,3
Bildnis,3
Bildqualität,3
Bildrate,3
Bildraum,3
Bildschirm,2
Bildschirmaufnahme,3
Bildschirmformat,3
Bildschirmfoto,3
Bildschirmhelligkeit,3
Bildschirmschoner,3
Bildschirmsperre,3
Bildschirmteilung,4
Bildschirmzeit,3
Bildsensor,4
Bildstabilisierung,4
Bilinearform,4
Billard,2
Bindung,2
Binnensee,3
Biodiversität,4
Biografie,2
Biologie,2
Biomüll,2
Biopsie,4
Birke,2
Birne,2
Bischof,3
Bise,4
Bison,3
Bitterkeit,4
Biwak,4
Blamage,3
Blasinstrument,4
Blatt,1
Blauhimmel,1
Blauschimmelkäse,4
Blazer,3
Bleistift,1
Bleistiftanspitzer,2
Blickfang,3
Blindschleiche,4
Blitz,2
Blitzableiter,2
Blitzbahn,4
Blitzeis,3
Blitzentladung,3
Blitzgabel,3
Blitzkanal,3
Blitzlicht,2
Blitzschlag,2
Blitzstrahl,3
Blockmatrix,3
Blog,2
Blues,3
Blume,1
Blumenerde,2
Blumenkohl,3
Blumenstrauß,2
Blumentopf,2
Blumenvase,1
Blumenzwiebel,4
Bluse,2
Blut,1
Blutabnahme,3
Blutdruck,3
Blutdruckmanschette,4
Blutgerinnung,4
Blutgruppe,2
Bluthochdruck,3
Blutplasma,4
Blutprobe,3
Blutverlust,3
Blutwurst,2
Blutzucker,3
Blätterteig,4
Blüte,2
Blütenstaub,3
Boa,3
Boccia,3
Bockwurst,2
Boden,1
Bodenbürste,3
Bodennebel,3
Bodenreiniger,3
Bodenturnen,4
Bodybuilding,3
Bogen,1
Bogenschießen,4
Bogenschütze,3
Bohne,2
Bohnenkraut,4
Bohrer,3
Bohrmaschine,4
Boiler,3
Bolzplatz,3
Bonbon,2
Bonus,3
Boot,1
Bootsfahrt,1
Bootshaus,3
Bordkarte,4
Borkenkäfer,3
Borreliose,3
Bosheit,3
Botanik,3
Bote,1
Botenstoff,4
Botschaft,4
Botschafter,2
Bouldern,3
Boulevard,3
Bowle,4
Bowling,2
Boxen,3
Branchenwechsel,4
Brandung,4
Bratapfel,2
Braten,2
Bratensoße,3
Bratenthermometer,4
Bratkartoffel,3
Bratling,3
Bratsche,3
Bratwurst,2
Bratwurststand,3
Brauchtum,4
Brause,2
Brechung,4
Brei,2
Breitengrad,4
Bremse,3
Bremshebel,4
Bremsklotz,4
Brennball,2
Brennnessel,3
Brettspiel,2
Brezel,3
Brief,1
Briefbeschwerer,4
Briefkasten,2
Briefmarke,2
Briefpapier,3
Briefumschlag,3
Brieföffner,2
Brille,1
Brise,3
Brockengespenst,4
Brokkoli,3
Brombeere,2
Bromelie,3
Bronchie,3
Bronchitis,3
Bronze,3
Bronzezeit,3
Brot,1
Brotdose,2
Brotkasten,3
Brotkorb,3
Brotschneidemaschine,5
Browser,3
Bruch,1
Bruchrechnung,2
Bruschetta,3
Brustkorb,2
Brötchen,3
Brücke,2
Brühe,2
Buch,1
Buchbinderei,4
Buchdruck,3
Buche,3
Buchhaltung,4
Buchhandlung,2
Buchillustrator,3
Buchkunst,3
Buchmalerei,4
Buchmesse,2
Buchrücken,2
Buchsbaum,3
Buchse,3
Buchseite,2
Buchstabe,1
Buchstütze,4
Bucht,3
Buchung,2
Budget,4
Buffet,2
Bug,3
Bulgur,4
Bundesland,3
Burg,3
Burger,2
Burgruine,4
Burnout,3
Burrito,3
Bus,1
Bussard,4
Butter,1
Butterdose,3
Butterglocke,4
Butterkeks,3
Buttermilch,3
Buße,3
Bänderriss,3
Bär,2
Böe,3
Böigkeit,3
Böller,3
Bücherregal,2
Büffel,3
Bügelbezug,4
Bügelbrett,3
Bügeleisen,3
Bühne,1
Bühnenaufgang,4
Bühnenauftritt,3
Bühnenbild,4
Bühnenfassung,4
Bühnenlicht,3
Bühnenmeister,4
Bühnennebel,3
Bühnenprobe,3
Bühnenrampe,4
Bühnenraum,3
Bühnentechnik,3
Bühnenton,4
Bündnis,2
Büro,1
Büroklammer,3
Bürokratie,3
Bürostuhl,2
Bürste,3
Büttenrede,5
Cache,4
Café,2
Camping,1
Campingplatz,3
Campingstuhl,2
Cappuccino,3
Cashew,4
Cello,3
Champignon,3
Chamäleon,3
Chancengleichheit,4
Chanson,3
Chaos,2
Chatbot,3
Chatverlauf,3
Chef,1
Chefetage,3
Chemie,2
Chemotherapie,4
Chiasamen,3
Chicorée,4
Chili,3
Chimäre,4
Chinakohl,2
Chinchilla,4
Chip,3
Chirurg,2
Chirurgie,3
Chlor,3
Chlorophyll,4
Cholesterin,4
Chor,2
Choreografie,3
Chorleiter,3
Christbaumschmuck,3
Christkind,3
Chromosom,4
Chronik,3
Chronist,3
Chronologie,4
Chutney,3
Clementine,2
Cloud,2
Cloudspeicher,3
Clown,2
Cola,1
Collage,3
Computer,2
Computertomografie,4
Cookie,3
Couchtisch,2
Couscous,3
Crescendo,4
Croissant,3
Crouton,4
Curling,4
Curry,3
Currywurst,2
Cursor,3
Cuttermesser,3
Dachboden,3
Dachs,3
Dachziegel,3
Dampfgarer,3
Dampfnudel,3
Dank,1
Dankbarkeit,3
Darm,2
Dartpfeil,3
Dartspiel,3
Dasein,3
Datei,2
Dateiendung,4
Dateiformat,3
Dateigröße,2
Dateiname,2
Dateisystem,4
Datenaustausch,3
Datenbank,3
Datenbrille,3
Datenfreigabe,3
Datenleitung,3
Datenmodell,4
Datenpaket,4
Datenrate,3
Datenroaming,4
Datensatz,3
Datenschutz,4
Datensicherung,3
Datensparmodus,3
Datenspiegelung,4
Datenstrom,3
Datentransfer,4
Datenträger,4
Datenverkehr,4
Datenverlust,3
Datenvolumen,3
Dattel,3
Dauerausstellung,3
Dauerregen,3
Daunenjacke,3
Deaktivierung,3
Decke,2
Deckel,1
Deckenbalken,4
Deckenlampe,2
Defibrillator,4
Definition,2
Dehnen,2
Dehydrierung,4
Dekoration,2
Dekret,3
Delta,4
Demenz,3
Demokratie,3
Demut,4
Demütigung,3
Denken,2
Denkmal,2
Deodorant,2
Depot,3
Depression,3
Derby,3
Dermatologie,4
Desinfektion,4
Desinfektionsmittel,4
Destillation,4
Determinante,3
Determinantenregel,3
Dezember,1
Dezimalzahl,1
Diabetes,3
Diadem,3
Diagnose,2
Diagnoseverfahren,4
Diagonaldominanz,4
Diagonale,2
Diagonalform,4
Diagonalisierung,4
Diagonalmatrix,3
Diagramm,2
Dialog,3
Dialyse,3
Dichte,2
Dichter,3
Dichtmasse,5
Dichtung,4
Dichtungsring,4
Dienstanweisung,4
Diensthandy,3
Dienstleistung,3
Dienstplan,3
Dienstreise,3
Dienstreiseantrag,4
Dienstwagen,3
Differential,3
Differentialform,4
Differentialgleichung,3
Differentialrechnung,3
Differenz,1
Differenzenquotient,3
Differenzierbarkeit,4
Differenzmenge,3
Diktator,2
Dill,3
Dimension,3
Dingo,4
Dinkel,4
Dip,3
Diplomatie,3
Dirigat,4
Dirigent,3
Disjunktion,3
Diskretion,3
Diskretisierung,4
Diskretisierungsschritt,3
Diskuswurf,4
Display,2
Dissonanz,3
Distanz,3
Distel,3
Disziplin,3
Divergenz,3
Division,1
Divisor,3
Dockingstation,3
Dogma,3
Dohle,4
Doktor,1
Dokument,2
Dokumentation,3
Dolch,1
Dolmen,4
Dom,2
Domain,3
Domino,2
Dominostein,3
Donner,2
Donnerhall,3
Donnerknall,2
Donnerrolle,3
Donnerschlag,2
Donnerwetter,2
Dopamin,3
Doppelklick,3
Doppelstern,3
Dorf,1
Dorfplatz,2
Dorsch,3
Dose,2
Dosenöffner,3
Dosis,3
Download,2
Dozent,4
Drache,2
Drachen,2
Drachensteigen,3
Drama,3
Dramaturg,4
Dramaturgie,4
Dramenstruktur,3
Drang,2
Drehbuch,3
Drehort,2
Drehung,1
Dreieck,1
Dreiecksmatrix,3
Dreikönigstag,4
Dreisprung,4
Dribbling,3
Dringlichkeit,4
Drohne,3
Dromedar,3
Drossel,4
Druck,2
Drucker,3
Druckerei,2
Druckgebiet,2
Druckgrafik,4
Druckschrift,3
Druckwelle,3
Druide,4
Dryade,4
Dschungel,2
Dualraum,4
Duett,2
Duftkerze,2
Duftspray,3
Dungkäfer,3
Dunkelheit,1
Dunst,2
Dunstabzugshaube,4
Dunstglocke,4
Dunstschleier,2
Durchfall,2
Durchgang,2
Durchmesser,2
Durchsage,2
Durchwahl,4
Duschablage,4
Dusche,1
Duschgel,2
Duschkopf,3
Duschmatte,3
Duschvorhang,3
Dynastie,3
Dämmerlicht,3
Dämmerung,2
Dämmung,4
Dämon,3
Dämonenfürst,5
Döner,3
Dübel,4
Dübelset,4
Düne,3
Dünger,4
Dürre,3
Ebbe,3
Ebene,3
Eberesche,3
Echidna,5
Echo,3
Eckball,3
Eckfahne,4
Edamame,4
Edelweiß,4
Edikt,3
Efeu,3
Egoismus,3
Ehre,2
Ehrenamt,3
Ehrfurcht,4
Ehrgeiz,2
Ehrlichkeit,2
Ei,1
Eiche,2
Eichel,2
Eichelhäher,3
Eichhörnchen,3
Eidechse,3
Eierbecher,2
Eierkocher,3
Eierlikör,3
Eierlöffel,3
Eiersalat,2
Eierschneider,4
Eierstock,3
Eiersuche,2
Eieruhr,2
Eifer,2
Eifersucht,3
Eigeninitiative,4
Eigenraum,3
Eigenvektor,3
Eigenwert,3
Eignungstest,4
Eile,2
Eimer,2
Einarbeitung,3
Einbahnstraße,3
Einband,3
Einbettung,3
Einbildung,3
Eindeutigkeit,3
Einfahrt,1
Einfall,2
Einfluss,2
Einfühlung,4
Einführung,2
Eingabefeld,3
Eingang,1
Einheitsmatrix,3
Einhorn,2
Einigkeit,3
Einkauf,3
Einkaufsbeutel,2
Einkaufskorb,3
Einkaufswagen,2
Einladung,2
Einladungskarte,2
Einladungsschreiben,3
Einlauf,3
Einreise,3
Einreisestempel,4
Einsamkeit,3
Einschlagpapier,5
Einschulung,3
Einselement,3
Einsicht,3
Einsiedler,3
Einstand,4
Einstellung,2
Eintagsfliege,3
Eintopf,3
Eintritt,2
Eintrittskarte,2
Einverständnis,3
Einweisung,3
Einwilligung,3
Einwurf,2
Einzelsport,4
Einzug,2
Eis,1
Eisbahn,4
Eisbergsalat,2
Eisblau,4
Eisblume,3
Eisbär,3
Eiscreme,2
Eisen,2
Eisenzeit,3
Eiseskälte,2
Eisfläche,2
Eisglätte,4
Eishalle,3
Eishockey,3
Eiskappe,3
Eiskern,3
Eisklumpen,2
Eiskratzer,3
Eiskristall,3
Eiskunstlauf,4
Eiskälte,2
Eislauf,2
Eislaufen,2
Eisnadel,3
Eisnebel,4
Eispanzer,3
Eisregen,4
Eisschicht,3
Eisscholle,4
Eissplitter,3
Eisstock,4
Eisstockschießen,4
Eistee,3
Eisvogel,4
Eiswaffel,3
Eiswind,3
Eiswürfel,1
Eiszapfen,2
Eitelkeit,3
Ekel,2
Elch,3
Elefant,1
Elektrizität,3
Elektrokardiogramm,5
Elektron,3
Element,2
Elend,2
Elf,2
Elfmeter,3
Elixier,3
Ellbogenschützer,4
Ellenbogen,1
Ellipse,2
Elster,3
Email,2
Empathie,4
Empfang,2
Empfangsbereich,3
Empfangsbestätigung,4
Empfangsdame,4
Empfangsschalter,3
Empfangsstärke,3
Empfangstheke,4
Empfehlung,2
Emu,3
Endgerät,3
Endlichkeit,4
Endomorphismus,4
Endoskop,4
Energie,2
Energieriegel,3
Energiesparmodus,4
Engel,3
Ensemble,3
Entbehrung,4
Entdeckung,2
Ente,2
Entfremdung,4
Enthemmung,4
Entkalker,4
Entmutigung,3
Entropie,4
Entscheidung,2
Entschlossenheit,3
Entschuldigung,2
Entsetzen,3
Entspannung,2
Entsperrung,3
Enttäuschung,3
Entwickler,3
Entwicklung,3
Entwicklungsstörung,4
Entwicklungsumgebung,4
Entwurf,3
Entzücken,3
Entzündung,3
Enzym,3
Epidemie,3
Epilepsie,2
Epimorphismus,4
Epitaph,4
Epoche,2
Epos,4
Erbfolge,3
Erbkrankheit,3
Erbse,2
Erdachse,3
Erdbeben,2
Erdbeere,2
Erde,2
Erdmännchen,3
Erdnussbutter,3
Erdreich,3
Erdrutsch,4
Erdung,3
Eremit,3
Erfahrung,2
Erfolg,2
Erfüllung,3
Ergebnis,2
Ergriffenheit,5
Erholung,1
Erinnerung,2
Erkenntnis,3
Erkältung,1
Erlaubnis,1
Erleichterung,3
Ermahnung,3
Ermunterung,3
Ermutigung,3
Ernst,2
Ernte,3
Erntedank,4
Erntefest,3
Erntekrone,4
Erntezeit,3
Ernährung,2
Ernüchterung,3
Eroberer,3
Eroberung,3
Erreger,3
Ersatzbank,3
Ersatzspieler,3
Ersatzteil,2
Erschrecken,3
Erschöpfung,2
Erschütterung,3
Erstaunen,3
Erstversorgung,3
Erwartung,2
Erwartungsdruck,4
Erwartungswert,3
Erweiterung,3
Erzbischof,4
Erzeuger,3
Erzähler,3
Erzählkunst,4
Erzählperspektive,4
Erzählung,3
Esche,4
Esel,1
Espresso,3
Essay,3
Essig,2
Essigessenz,4
Esskastanie,4
Esstisch,2
Esszimmer,2
Estragon,4
Etappe,3
Etikette,4
Eule,2
Euphorie,4
Evangelium,3
Evolution,3
Existenz,2
Exorzismus,4
Expedition,3
Experiment,3
Exponat,3
Expressionismus,3
Extremalproblem,3
Extremum,2
Fabel,2
Fabelwesen,3
Facharzt,3
Fackel,3
Faden,2
Fagott,4
Fahne,1
Fahrbahn,2
Fahrer,1
Fahrgast,2
Fahrgastbrücke,4
Fahrgemeinschaft,3
Fahrkarte,2
Fahrkartenautomat,3
Fahrkartenschalter,3
Fahrplan,3
Fahrrad,1
Fahrradkette,4
Fahrradkorb,2
Fahrradreifen,4
Fahrradständer,4
Fahrschein,2
Fahrstuhl,2
Fahrt,1
Fahrzeug,1
Faktor,1
Faktorisierung,3
Faktorring,3
Falafel,3
Falke,3
Fallrohr,4
Fallstreifen,4
Fallwind,3
Familienrunde,3
Fan,2
Fanfare,3
Fankurve,3
Fantasie,2
Farbauftrag,3
Farbe,1
Farbkasten,3
Farbkreis,3
Farbmischung,3
Farbpatrone,3
Farbpigment,4
Farbrolle,3
Farbtiefe,4
Farbton,2
Farn,3
Fasan,4
Fasching,3
Faserbündel,5
Fassade,3
Fassungslosigkeit,4
Fastenzeit,4
Fastnacht,3
Faszination,3
FataMorgana,4
Faulheit,1
Faultier,3
Faun,4
Favorit,2
Favoritenliste,3
Februar,1
Fechten,4
Feder,2
Federball,3
Federkiel,3
Federmäppchen,3
Federweißer,4
Federwolke,3
Fee,2
Fehler,1
Fehlerabschätzung,4
Fehlerbericht,3
Fehlercode,2
Fehlermeldung,2
Fehlerprotokoll,3
Fehlersuche,4
Fehlerterm,3
Feier,1
Feierabend,2
Feierlaune,2
Feiertag,2
Feige,3
Feigheit,3
Feld,2
Feldbett,3
Feldherr,3
Feldhockey,4
Feldlager,3
Feldsalat,3
Feldzug,3
Fels,2
Felswand,3
Fenchel,4
Fenster,1
Fensterbank,3
Fenstergriff,3
Fensterleder,5
Fensterputzer,3
Fensterputztuch,3
Fensterrahmen,4
Fensterscheibe,2
Ferienhaus,3
Ferienlager,3
Ferienwohnung,3
Ferkel,3
Fernbedienung,2
Fernglas,2
Fernseher,2
Fernweh,3
Fernzugriff,4
Ferse,2
Fest,1
Festanstellung,3
Festessen,2
Festival,2
Festplatte,3
Festspiel,3
Festtag,2
Festung,4
Festzelt,3
Festzopf,4
Feta,3
Feuchte,2
Feudalismus,4
Feuerkorb,3
Feuerlöscher,3
Feuerschale,3
Feuerstelle,3
Feuervogel,3
Feuerwanze,4
Feuerwerk,3
Feuerwerkskörper,3
Feuerzangenbowle,4
Feuerzeug,2
Feuilleton,4
Fibel,4
Fichte,2
Fieber,1
Fieberthermometer,3
Figurenrede,4
Film,1
Filmbild,3
Filmkunst,3
Filmmusik,3
Filmrolle,3
Filter,2
Filzstift,3
Finale,2
Finger,1
Finissage,4
Fink,3
Finsternis,2
Firewall,4
Firma,1
Firmament,3
Firmware,4
Firnis,4
Fisch,2
Fischerdorf,3
Fischstäbchen,2
Fischsuppe,4
Fitness,2
Fitnessarmband,2
Fitnessstudio,3
Fixpunkt,3
Fixpunktiteration,3
Fixstern,2
Fjord,4
Flachland,3
Flamingo,3
Flasche,1
Flaschenbürste,3
Flaschenöffner,2
Flechte,4
Fleckentferner,3
Fledermaus,3
Fleisch,2
Fleiß,2
Flieder,2
Fliege,1
Fliegengitter,4
Fliese,2
Fliesenfuge,4
Flipper,2
Floh,3
Flotte,2
Fluch,2
Flughafen,2
Flugmodus,2
Flugreise,3
Flugsteig,4
Flugzeug,1
Flur,1
Flurfunk,3
Fluss,1
Flut,2
Flutlicht,3
Fläche,1
Flächeninhalt,2
Flächenintegral,4
Flöte,3
Flüstern,3
Folge,2
Folgenkriterium,3
Fondue,3
Forelle,3
Form,1
Formatierung,3
Formatvorlage,3
Formel,2
Formular,3
Formularstapel,4
Forschung,3
