word,difficulty,genre_ids,genre_names,hint_count,hints
Amnestie,3,8|9|12,Geschichte & Mythos|Gesellschaft & Beruf|Gefühle & Abstraktes,6,"Begnadigung~A_TARGET_VIBE~2,Urteil~A_TARGET_VIBE~2,Dekret~A_TARGET_VIBE~2,Aufstand~A_TARGET_VIBE~3,Verhandlung~A_TARGET_VIBE~3,Freilassung~A_TARGET_VIBE~3"
Amphore,3,0|8,Alltag & Gegenstände|Geschichte & Mythos,6,"Ton~A_TARGET_VIBE~2,Henkel~A_TARGET_VIBE~2,Keramik~A_TARGET_VIBE~2,Antike~A_TARGET_VIBE~3,Olivenöl~A_TARGET_VIBE~3,Wein~A_TARGET_VIBE~3"
Anarchie,3,8|12,Geschichte & Mythos|Gefühle & Abstraktes,6,"Aufstand~A_TARGET_VIBE~2,Chaos~A_TARGET_VIBE~2,Machtvakuum~A_TARGET_VIBE~2,Barikade~A_TARGET_VIBE~3,Parole~A_TARGET_VIBE~3,Unordnung~A_TARGET_VIBE~3"
Anbetung,2,4|8,Kultur & Kunst|Geschichte & Mythos,5,"Gebet~A_TARGET_VIBE~2,Kerze~A_TARGET_VIBE~2,Weihrauch~A_TARGET_VIBE~2,Kapelle~A_TARGET_VIBE~2,Chor~A_TARGET_VIBE~3"
Anklage,2,8|9,Geschichte & Mythos|Gesellschaft & Beruf,5,"Gericht~A_TARGET_VIBE~2,Zeuge~A_TARGET_VIBE~2,Urteil~A_TARGET_VIBE~2,Akte~A_TARGET_VIBE~2,Verhör~A_TARGET_VIBE~3"
Annalen,4,4|8,Kultur & Kunst|Geschichte & Mythos,7,"Jahreszahl~A_TARGET_VIBE~3,Schreiber~A_TARGET_VIBE~3,Pergament~A_TARGET_VIBE~3,Archiv~A_TARGET_VIBE~3,Siegel~A_TARGET_VIBE~4,Randnotiz~A_TARGET_VIBE~4,Abschrift~A_TARGET_VIBE~4"
Antike,2,8|12,Geschichte & Mythos|Gefühle & Abstraktes,5,"Marmor~A_TARGET_VIBE~2,Forum~A_TARGET_VIBE~2,Amphore~A_TARGET_VIBE~2,Tempel~A_TARGET_VIBE~2,Legende~A_TARGET_VIBE~3"
Apokalypse,4,8|12,Geschichte & Mythos|Gefühle & Abstraktes,7,"Omen~A_TARGET_VIBE~3,Prophet~A_TARGET_VIBE~3,Feuer~A_TARGET_VIBE~3,Asche~A_TARGET_VIBE~3,Trompete~A_TARGET_VIBE~4,Untergang~A_TARGET_VIBE~4,Vision~A_TARGET_VIBE~4"
Archäologe,3,8|9,Geschichte & Mythos|Gesellschaft & Beruf,6,"Ausgrabung~A_TARGET_VIBE~2,Relikt~A_TARGET_VIBE~2,Fundstück~A_TARGET_VIBE~2,Pinsel~A_TARGET_VIBE~3,Museum~A_TARGET_VIBE~3,Datierung~A_TARGET_VIBE~3"
Archiv,2,4|8,Kultur & Kunst|Geschichte & Mythos,5,"Pergament~A_TARGET_VIBE~2,Akten~A_TARGET_VIBE~2,Regal~A_TARGET_VIBE~2,Siegel~A_TARGET_VIBE~2,Staub~A_TARGET_VIBE~3"
Asket,4,8|12,Geschichte & Mythos|Gefühle & Abstraktes,7,"Verzicht~A_TARGET_VIBE~3,Fasten~A_TARGET_VIBE~3,Gelübde~A_TARGET_VIBE~3,Klausur~A_TARGET_VIBE~3,Stille~A_TARGET_VIBE~4,Kloster~A_TARGET_VIBE~4,Disziplin~A_TARGET_VIBE~4"
Auge,1,0,Alltag & Gegenstände,4,"Blick~A_TARGET_VIBE~2,Träne~A_TARGET_VIBE~2,Lid~A_TARGET_VIBE~2,Sehen~A_TARGET_VIBE~2"
Ausgrabung,2,8|9,Geschichte & Mythos|Gesellschaft & Beruf,5,"Fundstück~A_TARGET_VIBE~2,Schaufel~A_TARGET_VIBE~2,Relikt~A_TARGET_VIBE~2,Schicht~A_TARGET_VIBE~2,Datierung~A_TARGET_VIBE~3"
Ausweisung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,6,"Grenze~A_TARGET_VIBE~2,Dekret~A_TARGET_VIBE~2,Befehl~A_TARGET_VIBE~2,Wache~A_TARGET_VIBE~3,Siegel~A_TARGET_VIBE~3,Verbannung~A_TARGET_VIBE~3"
Axt,1,0,Alltag & Gegenstände,4,"Stiel~A_TARGET_VIBE~2,Hieb~A_TARGET_VIBE~2,Schmiede~A_TARGET_VIBE~2,Schärfen~A_TARGET_VIBE~2"
Bann,3,8|12,Geschichte & Mythos|Gefühle & Abstraktes,6,"Fluch~A_TARGET_VIBE~2,Siegel~A_TARGET_VIBE~2,Verbot~A_TARGET_VIBE~2,Ritual~A_TARGET_VIBE~3,Beschwörung~A_TARGET_VIBE~3,Kreis~A_TARGET_VIBE~3"
Barde,3,4|8,Kultur & Kunst|Geschichte & Mythos,6,"Laute~A_TARGET_VIBE~2,Ballade~A_TARGET_VIBE~2,Hof~A_TARGET_VIBE~2,Reim~A_TARGET_VIBE~3,Gaukler~A_TARGET_VIBE~3,Sage~A_TARGET_VIBE~3"
Basilika,3,3|4|8,Orte & Reisen|Kultur & Kunst|Geschichte & Mythos,6,"Säule~A_TARGET_VIBE~2,Weihrauch~A_TARGET_VIBE~2,Kapelle~A_TARGET_VIBE~2,Chor~A_TARGET_VIBE~3,Gewölbe~A_TARGET_VIBE~3,Kerze~A_TARGET_VIBE~3"
Bastion,3,3|8,Orte & Reisen|Geschichte & Mythos,6,"Mauer~A_TARGET_VIBE~2,Graben~A_TARGET_VIBE~2,Kanone~A_TARGET_VIBE~2,Wache~A_TARGET_VIBE~3,Schießscharte~A_TARGET_VIBE~3,Belagerung~A_TARGET_VIBE~3"
Belagerung,3,8|9,Geschichte & Mythos|Gesellschaft & Beruf,6,"Mauer~A_TARGET_VIBE~2,Ramme~A_TARGET_VIBE~2,Heer~A_TARGET_VIBE~2,Hunger~A_TARGET_VIBE~3,Tor~A_TARGET_VIBE~3,Banner~A_TARGET_VIBE~3"
Bischof,3,4|8,Kultur & Kunst|Geschichte & Mythos,6,"Mitras~A_TARGET_VIBE~2,Weihrauch~A_TARGET_VIBE~2,Kanzel~A_TARGET_VIBE~2,Dom~A_TARGET_VIBE~3,Segen~A_TARGET_VIBE~3,Gewand~A_TARGET_VIBE~3"
Bogen,2,0|8,Alltag & Gegenstände|Geschichte & Mythos,5,"Sehne~A_TARGET_VIBE~2,Pfeil~A_TARGET_VIBE~2,Ziel~A_TARGET_VIBE~2,Holz~A_TARGET_VIBE~2,Spannen~A_TARGET_VIBE~3"
Bogenschütze,3,8|9,Geschichte & Mythos|Gesellschaft & Beruf,6,"Pfeil~A_TARGET_VIBE~2,Ziel~A_TARGET_VIBE~2,Sehne~A_TARGET_VIBE~2,Wall~A_TARGET_VIBE~3,Banner~A_TARGET_VIBE~3,Parieren~A_TARGET_VIBE~3"
Bote,2,8|9,Geschichte & Mythos|Gesellschaft & Beruf,5,"Siegel~A_TARGET_VIBE~2,Brief~A_TARGET_VIBE~2,Route~A_TARGET_VIBE~2,Pferd~A_TARGET_VIBE~2,Nachricht~A_TARGET_VIBE~3"
Botschafter,3,8|9,Geschichte & Mythos|Gesellschaft & Beruf,6,"Gesandter~A_TARGET_VIBE~2,Verhandlung~A_TARGET_VIBE~2,Siegel~A_TARGET_VIBE~2,Hof~A_TARGET_VIBE~3,Bündnis~A_TARGET_VIBE~3,Audiienz~A_TARGET_VIBE~3"
Bronzezeit,4,8|12,Geschichte & Mythos|Gefühle & Abstraktes,7,"Kupfer~A_TARGET_VIBE~3,Zinn~A_TARGET_VIBE~3,Guss~A_TARGET_VIBE~3,Schmelze~A_TARGET_VIBE~3,Axt~A_TARGET_VIBE~4,Ausgrabung~A_TARGET_VIBE~4,Epoche~A_TARGET_VIBE~4"
Burg,2,3|8,Orte & Reisen|Geschichte & Mythos,5,"Mauer~A_TARGET_VIBE~2,Zinne~A_TARGET_VIBE~2,Burggraben~A_TARGET_VIBE~2,Tor~A_TARGET_VIBE~2,Ritter~A_TARGET_VIBE~3"
Buße,3,4|8,Kultur & Kunst|Geschichte & Mythos,6,"Beichte~A_TARGET_VIBE~2,Sünde~A_TARGET_VIBE~2,Gelübde~A_TARGET_VIBE~2,Pilger~A_TARGET_VIBE~3,Sühne~A_TARGET_VIBE~3,Predigt~A_TARGET_VIBE~3"
Bündnis,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,5,"Vertrag~A_TARGET_VIBE~2,Siegel~A_TARGET_VIBE~2,Gesandter~A_TARGET_VIBE~2,Schwur~A_TARGET_VIBE~2,Verhandlung~A_TARGET_VIBE~3"
Chaos,3,8|12,Geschichte & Mythos|Gefühle & Abstraktes,6,"Unordnung~A_TARGET_VIBE~2,Wirbel~A_TARGET_VIBE~2,Aufruhr~A_TARGET_VIBE~2,Zerfall~A_TARGET_VIBE~3,Sturm~A_TARGET_VIBE~3,Durcheinander~A_TARGET_VIBE~3"
Chimäre,4,2|8,Natur & Tiere|Geschichte & Mythos,7,"Mischwesen~A_TARGET_VIBE~3,Löwe~A_TARGET_VIBE~3,Ziege~A_TARGET_VIBE~3,Schlange~A_TARGET_VIBE~3,Fabel~A_TARGET_VIBE~4,Sage~A_TARGET_VIBE~4,Albtraum~A_TARGET_VIBE~4"
Chronik,3,4|8,Kultur & Kunst|Geschichte & Mythos,6,"Pergament~A_TARGET_VIBE~2,Jahreszahl~A_TARGET_VIBE~2,Schreiber~A_TARGET_VIBE~2,Annalen~A_TARGET_VIBE~3,Archiv~A_TARGET_VIBE~3,Siegel~A_TARGET_VIBE~3"
Chronist,4,4|8,Kultur & Kunst|Geschichte & Mythos,7,"Schreiber~A_TARGET_VIBE~3,Tinte~A_TARGET_VIBE~3,Pergament~A_TARGET_VIBE~3,Zeuge~A_TARGET_VIBE~3,Archiv~A_TARGET_VIBE~4,Jahreszahl~A_TARGET_VIBE~4,Randnotiz~A_TARGET_VIBE~4"
Chronologie,4,4|8,Kultur & Kunst|Geschichte & Mythos,7,"Zeitlinie~A_TARGET_VIBE~3,Abfolge~A_TARGET_VIBE~3,Jahrhundert~A_TARGET_VIBE~3,Ereignis~A_TARGET_VIBE~3,Datierung~A_TARGET_VIBE~4,Kalender~A_TARGET_VIBE~4,Ordnung~A_TARGET_VIBE~4"
Dekret,3,4|8,Kultur & Kunst|Geschichte & Mythos,6,"Siegel~A_TARGET_VIBE~2,Urkunde~A_TARGET_VIBE~2,Verordnung~A_TARGET_VIBE~2,Bote~A_TARGET_VIBE~3,Kanzlei~A_TARGET_VIBE~3,Aushang~A_TARGET_VIBE~3"
Demokratie,4,8|9|12,Geschichte & Mythos|Gesellschaft & Beruf|Gefühle & Abstraktes,7,"Wahl~A_TARGET_VIBE~3,Parlament~A_TARGET_VIBE~3,Mehrheit~A_TARGET_VIBE~3,Debatte~A_TARGET_VIBE~3,Stimme~A_TARGET_VIBE~4,Verfassung~A_TARGET_VIBE~4,Abstimmung~A_TARGET_VIBE~4"
Denkmal,3,4|8,Kultur & Kunst|Geschichte & Mythos,6,"Stein~A_TARGET_VIBE~2,Inschrift~A_TARGET_VIBE~2,Gedenken~A_TARGET_VIBE~2,Platz~A_TARGET_VIBE~3,Statue~A_TARGET_VIBE~3,Kranz~A_TARGET_VIBE~3"
Diadem,3,0|8,Alltag & Gegenstände|Geschichte & Mythos,6,"Juwel~A_TARGET_VIBE~2,Gold~A_TARGET_VIBE~2,Hof~A_TARGET_VIBE~2,Krönung~A_TARGET_VIBE~3,Stirn~A_TARGET_VIBE~3,Prunk~A_TARGET_VIBE~3"
Diktator,4,8|9|12,Geschichte & Mythos|Gesellschaft & Beruf|Gefühle & Abstraktes,7,"Willkür~A_TARGET_VIBE~3,Dekret~A_TARGET_VIBE~3,Aufstand~A_TARGET_VIBE~3,Angst~A_TARGET_VIBE~3,Geheimpolizei~A_TARGET_VIBE~4,Propaganda~A_TARGET_VIBE~4,Thron~A_TARGET_VIBE~4"
Diplomatie,3,8|9,Geschichte & Mythos|Gesellschaft & Beruf,6,"Gesandter~A_TARGET_VIBE~2,Verhandlung~A_TARGET_VIBE~2,Siegel~A_TARGET_VIBE~2,Bündnis~A_TARGET_VIBE~3,Hof~A_TARGET_VIBE~3,Protokoll~A_TARGET_VIBE~3"
Dolch,2,0|8,Alltag & Gegenstände|Geschichte & Mythos,5,"Klinge~A_TARGET_VIBE~2,Scheide~A_TARGET_VIBE~2,Stich~A_TARGET_VIBE~2,Mantel~A_TARGET_VIBE~2,Meucheln~A_TARGET_VIBE~3"
Dolmen,4,8|12,Geschichte & Mythos|Gefühle & Abstraktes,7,"Steinplatte~A_TARGET_VIBE~3,Grabhügel~A_TARGET_VIBE~3,Megalith~A_TARGET_VIBE~3,Ausgrabung~A_TARGET_VIBE~3,Kreis~A_TARGET_VIBE~4,Hügel~A_TARGET_VIBE~4,Skelett~A_TARGET_VIBE~4"
Dom,3,3|4|8,Orte & Reisen|Kultur & Kunst|Geschichte & Mythos,6,"Gewölbe~A_TARGET_VIBE~2,Glocke~A_TARGET_VIBE~2,Weihrauch~A_TARGET_VIBE~2,Chor~A_TARGET_VIBE~3,Kanzel~A_TARGET_VIBE~3,Säule~A_TARGET_VIBE~3"
Drache,3,2|8,Natur & Tiere|Geschichte & Mythos,6,"Schuppen~A_TARGET_VIBE~2,Feueratem~A_TARGET_VIBE~2,Höhle~A_TARGET_VIBE~2,Schatz~A_TARGET_VIBE~3,Flügel~A_TARGET_VIBE~3,Klaue~A_TARGET_VIBE~3"
Druide,4,8|12,Geschichte & Mythos|Gefühle & Abstraktes,7,"Eiche~A_TARGET_VIBE~3,Ritual~A_TARGET_VIBE~3,Sichel~A_TARGET_VIBE~3,Steinkreis~A_TARGET_VIBE~3,Trank~A_TARGET_VIBE~4,Orakel~A_TARGET_VIBE~4,Sage~A_TARGET_VIBE~4"
Dryade,4,2|8,Natur & Tiere|Geschichte & Mythos,7,"Baumgeist~A_TARGET_VIBE~3,Wald~A_TARGET_VIBE~3,Rinde~A_TARGET_VIBE~3,Nymphe~A_TARGET_VIBE~3,Laub~A_TARGET_VIBE~4,Sage~A_TARGET_VIBE~4,Flüstern~A_TARGET_VIBE~4"
Dynastie,4,8|9,Geschichte & Mythos|Gesellschaft & Beruf,7,"Thronfolge~A_TARGET_VIBE~3,Blutlinie~A_TARGET_VIBE~3,Herrscher~A_TARGET_VIBE~3,Erbe~A_TARGET_VIBE~3,Krönung~A_TARGET_VIBE~4,Palast~A_TARGET_VIBE~4,Wappen~A_TARGET_VIBE~4"
Dämon,3,2|8,Natur & Tiere|Geschichte & Mythos,6,"Beschwörung~A_TARGET_VIBE~2,Schwefel~A_TARGET_VIBE~2,Rauch~A_TARGET_VIBE~2,Pentagramm~A_TARGET_VIBE~3,Fluch~A_TARGET_VIBE~3,Schatten~A_TARGET_VIBE~3"
Dämonenfürst,5,2|8,Natur & Tiere|Geschichte & Mythos,8,"Unterwelt~A_TARGET_VIBE~3,Thron~A_TARGET_VIBE~3,Schwefel~A_TARGET_VIBE~3,Beschwörung~A_TARGET_VIBE~3,Kult~A_TARGET_VIBE~4,Schatten~A_TARGET_VIBE~4,Pakt~A_TARGET_VIBE~4,Fürst~B_PART_VIBE~3"
Edikt,3,4|8,Kultur & Kunst|Geschichte & Mythos,6,"Siegel~A_TARGET_VIBE~2,Schriftstück~A_TARGET_VIBE~2,Verordnung~A_TARGET_VIBE~2,Bote~A_TARGET_VIBE~3,Aushang~A_TARGET_VIBE~3,Kanzlei~A_TARGET_VIBE~3"
Ehre,2,8|12,Geschichte & Mythos|Gefühle & Abstraktes,5,"Schwur~A_TARGET_VIBE~2,Stand~A_TARGET_VIBE~2,Duell~A_TARGET_VIBE~2,Ruf~A_TARGET_VIBE~2,Schande~A_TARGET_VIBE~3"
Einhorn,3,2|8,Natur & Tiere|Geschichte & Mythos,6,"Horn~A_TARGET_VIBE~2,Wald~A_TARGET_VIBE~2,Jungfrau~A_TARGET_VIBE~2,Silber~A_TARGET_VIBE~3,Fabel~A_TARGET_VIBE~3,Huf~A_TARGET_VIBE~3"
Erbe,2,8|9,Geschichte & Mythos|Gesellschaft & Beruf,5,"Nachlass~A_TARGET_VIBE~2,Testament~A_TARGET_VIBE~2,Siegel~A_TARGET_VIBE~2,Stammbaum~A_TARGET_VIBE~2,Anspruch~A_TARGET_VIBE~3"
Erzengel,4,8|12,Geschichte & Mythos|Gefühle & Abstraktes,7,"Flügel~A_TARGET_VIBE~3,Schwert~A_TARGET_VIBE~3,Trompete~A_TARGET_VIBE~3,Bote~A_TARGET_VIBE~3,Kapelle~A_TARGET_VIBE~4,Glanz~A_TARGET_VIBE~4,Siegel~A_TARGET_VIBE~4"
Eroberer,3,8|9,Geschichte & Mythos|Gesellschaft & Beruf,6,"Heer~A_TARGET_VIBE~2,Banner~A_TARGET_VIBE~2,Belagerung~A_TARGET_VIBE~2,Tribut~A_TARGET_VIBE~3,Krone~A_TARGET_VIBE~3,Plündern~A_TARGET_VIBE~3"
Epos,3,4|8,Kultur & Kunst|Geschichte & Mythos,6,"Vers~A_TARGET_VIBE~2,Sage~A_TARGET_VIBE~2,Held~A_TARGET_VIBE~2,Ballade~A_TARGET_VIBE~3,Reim~A_TARGET_VIBE~3,Chronik~A_TARGET_VIBE~3"
Fabel,2,4|8,Kultur & Kunst|Geschichte & Mythos,5,"Moral~A_TARGET_VIBE~2,Tierfabel~A_TARGET_VIBE~2,Erzählung~A_TARGET_VIBE~2,Gleichnis~A_TARGET_VIBE~2,Lehre~A_TARGET_VIBE~3"
Feldzug,3,8|9,Geschichte & Mythos|Gesellschaft & Beruf,6,"Heer~A_TARGET_VIBE~2,Banner~A_TARGET_VIBE~2,Marsch~A_TARGET_VIBE~2,Belagerung~A_TARGET_VIBE~3,Rüstung~A_TARGET_VIBE~3,Beute~A_TARGET_VIBE~3"
Feuervogel,4,2|8,Natur & Tiere|Geschichte & Mythos,7,"Asche~A_TARGET_VIBE~3,Glut~A_TARGET_VIBE~3,Federn~A_TARGET_VIBE~3,Wiedergeburt~A_TARGET_VIBE~3,Flamme~A_TARGET_VIBE~4,Schimmer~A_TARGET_VIBE~4,Sage~A_TARGET_VIBE~4"
Fibel,3,4|8,Kultur & Kunst|Geschichte & Mythos,6,"Lehrbuch~A_TARGET_VIBE~2,Abbildung~A_TARGET_VIBE~2,Kapitel~A_TARGET_VIBE~2,Schulstube~A_TARGET_VIBE~3,Buchrücken~A_TARGET_VIBE~3,Übung~A_TARGET_VIBE~3"
Flotte,3,3|8|9,Orte & Reisen|Geschichte & Mythos|Gesellschaft & Beruf,6,"Schiff~A_TARGET_VIBE~2,Admiral~A_TARGET_VIBE~2,Hafen~A_TARGET_VIBE~2,Segel~A_TARGET_VIBE~3,Deck~A_TARGET_VIBE~3,Seeschlacht~A_TARGET_VIBE~3"
Fluch,3,8|12,Geschichte & Mythos|Gefühle & Abstraktes,6,"Beschwörung~A_TARGET_VIBE~2,Siegel~A_TARGET_VIBE~2,Ritual~A_TARGET_VIBE~2,Schatten~A_TARGET_VIBE~3,Pakt~A_TARGET_VIBE~3,Omen~A_TARGET_VIBE~3"
Forum,2,3|8,Orte & Reisen|Geschichte & Mythos,5,"Säule~A_TARGET_VIBE~2,Rede~A_TARGET_VIBE~2,Markt~A_TARGET_VIBE~2,Platz~A_TARGET_VIBE~2,Debatte~A_TARGET_VIBE~3"
Fresko,4,4|8,Kultur & Kunst|Geschichte & Mythos,7,"Wand~A_TARGET_VIBE~3,Pigment~A_TARGET_VIBE~3,Putz~A_TARGET_VIBE~3,Kirche~A_TARGET_VIBE~3,Kapelle~A_TARGET_VIBE~4,Restaurierung~A_TARGET_VIBE~4,Szene~A_TARGET_VIBE~4"
Frieden,2,8|12,Geschichte & Mythos|Gefühle & Abstraktes,5,"Waffenstillstand~A_TARGET_VIBE~2,Vertrag~A_TARGET_VIBE~2,Siegel~A_TARGET_VIBE~2,Versöhnung~A_TARGET_VIBE~2,Verhandlung~A_TARGET_VIBE~3"
Friedensschluss,4,8|12,Geschichte & Mythos|Gefühle & Abstraktes,7,"Vertrag~A_TARGET_VIBE~3,Unterzeichnung~A_TARGET_VIBE~3,Siegel~A_TARGET_VIBE~3,Waffenstillstand~A_TARGET_VIBE~3,Verhandlung~A_TARGET_VIBE~4,Bote~A_TARGET_VIBE~4,Schluss~B_PART_VIBE~3"
Fundstück,2,8|12,Geschichte & Mythos|Gefühle & Abstraktes,5,"Ausgrabung~A_TARGET_VIBE~2,Relikt~A_TARGET_VIBE~2,Bruchstück~A_TARGET_VIBE~2,Staub~A_TARGET_VIBE~2,Museum~A_TARGET_VIBE~3"
Furie,4,2|8,Natur & Tiere|Geschichte & Mythos,7,"Rache~A_TARGET_VIBE~3,Schrei~A_TARGET_VIBE~3,Zorn~A_TARGET_VIBE~3,Flügel~A_TARGET_VIBE~3,Sage~A_TARGET_VIBE~4,Unterwelt~A_TARGET_VIBE~4,Verfolgung~A_TARGET_VIBE~4"
Galeere,4,3|8|9,Orte & Reisen|Geschichte & Mythos|Gesellschaft & Beruf,7,"Ruder~A_TARGET_VIBE~3,Sklave~A_TARGET_VIBE~3,Bug~A_TARGET_VIBE~3,Hafen~A_TARGET_VIBE~3,Seil~A_TARGET_VIBE~4,Segel~A_TARGET_VIBE~4,Enterhaken~A_TARGET_VIBE~4"
Garnison,4,3|8,Orte & Reisen|Geschichte & Mythos,7,"Kaserne~A_TARGET_VIBE~3,Wache~A_TARGET_VIBE~3,Befehl~A_TARGET_VIBE~3,Mauer~A_TARGET_VIBE~3,Alarm~A_TARGET_VIBE~4,Sold~A_TARGET_VIBE~4,Patrouille~A_TARGET_VIBE~4"
Gebet,2,4|8,Kultur & Kunst|Geschichte & Mythos,5,"Kerze~A_TARGET_VIBE~2,Weihrauch~A_TARGET_VIBE~2,Kapelle~A_TARGET_VIBE~2,Segen~A_TARGET_VIBE~2,Stille~A_TARGET_VIBE~3"
Gedenktag,3,8|9|13,Geschichte & Mythos|Gesellschaft & Beruf|Feste & Jahreszeiten,6,"Kranz~A_TARGET_VIBE~2,Kerze~A_TARGET_VIBE~2,Datum~A_TARGET_VIBE~2,Feier~A_TARGET_VIBE~3,Gedenken~A_TARGET_VIBE~3,Stille~A_TARGET_VIBE~3"
Gefolgsmann,3,8|9,Geschichte & Mythos|Gesellschaft & Beruf,7,"Treue~A_TARGET_VIBE~2,Herr~A_TARGET_VIBE~2,Banner~A_TARGET_VIBE~2,Hof~A_TARGET_VIBE~3,Rüstung~A_TARGET_VIBE~3,Lehen~A_TARGET_VIBE~3,Mann~B_PART_VIBE~2"
Geist,2,8|12,Geschichte & Mythos|Gefühle & Abstraktes,5,"Spuk~A_TARGET_VIBE~2,Nebel~A_TARGET_VIBE~2,Kälte~A_TARGET_VIBE~2,Mitternacht~A_TARGET_VIBE~2,Kerze~A_TARGET_VIBE~3"
Genealogie,4,8|9,Geschichte & Mythos|Gesellschaft & Beruf,7,"Stammbaum~A_TARGET_VIBE~3,Vorfahr~A_TARGET_VIBE~3,Archiv~A_TARGET_VIBE~3,Wappen~A_TARGET_VIBE~3,Nachlass~A_TARGET_VIBE~4,Blutlinie~A_TARGET_VIBE~4,Siegel~A_TARGET_VIBE~4"
