word,difficulty,genre_ids,genre_names,hint_count,hints
Badehose,2,5,Sport & Freizeit,4,"Handtuch~A_TARGET_VIBE~2,Umkleide~A_TARGET_VIBE~2,Chlor~A_TARGET_VIBE~2,Liegewiese~A_TARGET_VIBE~2"
Badeurlaub,3,3,Orte & Reisen,5,"Koffer~A_TARGET_VIBE~2,Strand~A_TARGET_VIBE~3,Sonnencreme~A_TARGET_VIBE~2,Hotel~A_TARGET_VIBE~2,Anreise~A_TARGET_VIBE~2"
Badesee,2,3|5,Orte & Reisen|Sport & Freizeit,4,"Liegewiese~A_TARGET_VIBE~2,Handtuch~A_TARGET_VIBE~2,Sprungbrett~A_TARGET_VIBE~2,Sonnencreme~A_TARGET_VIBE~2"
Badespaß,2,5,Sport & Freizeit,4,"Rutsche~A_TARGET_VIBE~2,Chlor~A_TARGET_VIBE~2,Handtuch~A_TARGET_VIBE~2,Sprungbrett~A_TARGET_VIBE~2"
Balkon,1,10,Haushalt & Wohnen,4,"Regal~A_TARGET_VIBE~2,Staub~A_TARGET_VIBE~2,Tischplatte~A_TARGET_VIBE~2,Aufbewahrung~A_TARGET_VIBE~2"
Ballon,2,0|13,Alltag & Gegenstände|Feste & Jahreszeiten,4,"Glitzer~A_TARGET_VIBE~2,Girlande~A_TARGET_VIBE~2,Konfetti~A_TARGET_VIBE~2,Schleife~A_TARGET_VIBE~2"
Baumkugel,3,0|13,Alltag & Gegenstände|Feste & Jahreszeiten,5,"Lametta~A_TARGET_VIBE~2,Lichterkette~A_TARGET_VIBE~2,Glitzer~A_TARGET_VIBE~2,Stern~A_TARGET_VIBE~3,Tanne~A_TARGET_VIBE~3"
Baumschmuck,3,0|13,Alltag & Gegenstände|Feste & Jahreszeiten,5,"Lametta~A_TARGET_VIBE~2,Glitzer~A_TARGET_VIBE~3,Lichterkette~A_TARGET_VIBE~2,Stern~A_TARGET_VIBE~3,Tanne~A_TARGET_VIBE~3"
Becher,1,10,Haushalt & Wohnen,4,"Wasser~A_TARGET_VIBE~2,Glas~A_TARGET_VIBE~2,Spüle~A_TARGET_VIBE~2,Aufbewahrung~A_TARGET_VIBE~2"
Berg,1,3,Orte & Reisen,4,"Anreise~A_TARGET_VIBE~2,Ticket~A_TARGET_VIBE~2,Berg~A_TARGET_VIBE~2,Hotel~A_TARGET_VIBE~2"
Bergwanderung,3,3|5,Orte & Reisen|Sport & Freizeit,5,"Rucksack~A_TARGET_VIBE~2,Hütte~A_TARGET_VIBE~3,Anstieg~A_TARGET_VIBE~2,Ausblick~A_TARGET_VIBE~3,Sturz~A_TARGET_VIBE~3"
Bescherung,3,13,Feste & Jahreszeiten,5,"Geschenk~A_TARGET_VIBE~2,Päckchen~A_TARGET_VIBE~2,Papier~A_TARGET_VIBE~2,Schleife~A_TARGET_VIBE~3,Kerzenlicht~A_TARGET_VIBE~2"
Blitz,1,11,Wetter & Himmel,4,"Gewitter~A_TARGET_VIBE~2,Zacken~A_TARGET_VIBE~2,Grollen~A_TARGET_VIBE~2,Einschlag~A_TARGET_VIBE~2"
Blumenstrauß,2,2,Natur & Tiere,4,"Vase~A_TARGET_VIBE~2,Wasser~A_TARGET_VIBE~2,Duft~A_TARGET_VIBE~2,Stiel~A_TARGET_VIBE~2"
Blumenvase,2,10,Haushalt & Wohnen,4,"Glas~A_TARGET_VIBE~2,Wasser~A_TARGET_VIBE~2,Tischplatte~A_TARGET_VIBE~2,Keramik~A_TARGET_VIBE~2"
Blumenzwiebel,4,2,Natur & Tiere,6,"Erde~A_TARGET_VIBE~3,Gartenhandschuh~A_TARGET_VIBE~3,Knospe~A_TARGET_VIBE~3,Pollen~A_TARGET_VIBE~3,Wiese~A_TARGET_VIBE~3,Biene~A_TARGET_VIBE~4"
Blüte,2,2,Natur & Tiere,4,"Pollen~A_TARGET_VIBE~2,Duft~A_TARGET_VIBE~2,Knospe~A_TARGET_VIBE~2,Biene~A_TARGET_VIBE~2"
Blütenstaub,4,2,Natur & Tiere,6,"Allergie~A_TARGET_VIBE~3,Pollen~A_TARGET_VIBE~4,Biene~A_TARGET_VIBE~3,Duft~A_TARGET_VIBE~3,Nektar~A_TARGET_VIBE~4,Knospe~A_TARGET_VIBE~3"
Böller,3,0|13,Alltag & Gegenstände|Feste & Jahreszeiten,5,"Knall~A_TARGET_VIBE~2,Rakete~A_TARGET_VIBE~2,Countdown~A_TARGET_VIBE~2,Sektglas~A_TARGET_VIBE~3,Glitzer~A_TARGET_VIBE~2"
Bowle,3,1,Essen & Trinken,5,"Karaffe~A_TARGET_VIBE~2,Strohhalm~A_TARGET_VIBE~2,Prickeln~A_TARGET_VIBE~2,Schluck~A_TARGET_VIBE~3,Glas~A_TARGET_VIBE~2"
Bratwurst,2,1,Essen & Trinken,4,"Senf~A_TARGET_VIBE~2,Pfanne~A_TARGET_VIBE~2,Brotkorb~A_TARGET_VIBE~2,Salz~A_TARGET_VIBE~2"
Bratwurststand,3,1|3,Essen & Trinken|Orte & Reisen,5,"Senf~A_TARGET_VIBE~2,Bude~A_TARGET_VIBE~2,Gedränge~A_TARGET_VIBE~2,Papier~A_TARGET_VIBE~2,Warteschlange~A_TARGET_VIBE~3"
Brauchtum,4,13,Feste & Jahreszeiten,6,"Umzug~A_TARGET_VIBE~3,Ritual~A_TARGET_VIBE~4,Trachten~A_TARGET_VIBE~3,Feiertage~A_TARGET_VIBE~4,Liedgut~A_TARGET_VIBE~3,Tradition~A_TARGET_VIBE~3"
Brettspiel,2,5,Sport & Freizeit,4,"Würfel~A_TARGET_VIBE~2,Runde~A_TARGET_VIBE~2,Spielkarte~A_TARGET_VIBE~2,Stimmung~A_TARGET_VIBE~2"
Buffet,2,1|9|13,Essen & Trinken|Gesellschaft & Beruf|Feste & Jahreszeiten,4,"Gäste~A_TARGET_VIBE~2,Brotekorb~A_TARGET_VIBE~2,Pfanne~A_TARGET_VIBE~2,Toast~A_TARGET_VIBE~2"
Büttenrede,5,4|13,Kultur & Kunst|Feste & Jahreszeiten,6,"Büttenrede~A_TARGET_VIBE~4,Konfetti~A_TARGET_VIBE~3,Narr~A_TARGET_VIBE~4,Schunkeln~A_TARGET_VIBE~3,Umzug~A_TARGET_VIBE~4,Kostüm~A_TARGET_VIBE~3"
Christbaumschmuck,3,0|13,Alltag & Gegenstände|Feste & Jahreszeiten,5,"Lametta~A_TARGET_VIBE~2,Glitzer~A_TARGET_VIBE~2,Lichterkette~A_TARGET_VIBE~2,Stern~A_TARGET_VIBE~3,Tanne~A_TARGET_VIBE~3"
Christkind,3,8|13,Geschichte & Mythos|Feste & Jahreszeiten,5,"Kerzenlicht~A_TARGET_VIBE~2,Engel~A_TARGET_VIBE~3,Geschenk~A_TARGET_VIBE~2,Stern~A_TARGET_VIBE~3,Krippe~A_TARGET_VIBE~2"
Daunenjacke,3,10|13,Haushalt & Wohnen|Feste & Jahreszeiten,5,"Futter~A_TARGET_VIBE~3,Reißverschluss~A_TARGET_VIBE~2,Mütze~A_TARGET_VIBE~2,Kälte~A_TARGET_VIBE~2,Bügel~A_TARGET_VIBE~2"
Dekoration,2,0|13,Alltag & Gegenstände|Feste & Jahreszeiten,4,"Glitzer~A_TARGET_VIBE~2,Girlande~A_TARGET_VIBE~2,Basteln~A_TARGET_VIBE~2,Schleife~A_TARGET_VIBE~2"
Dezember,1,13,Feste & Jahreszeiten,4,"Kalender~A_TARGET_VIBE~2,Datum~A_TARGET_VIBE~2,Feiertage~A_TARGET_VIBE~2,Planer~A_TARGET_VIBE~2"
Dominostein,3,1|13,Essen & Trinken|Feste & Jahreszeiten,6,"Schokolade~A_TARGET_VIBE~2,Marzipan~A_TARGET_VIBE~3,Gelee~A_TARGET_VIBE~2,Puderzucker~A_TARGET_VIBE~3,Dose~A_TARGET_VIBE~2,Kaffee~A_TARGET_VIBE~2"
Donner,1,11,Wetter & Himmel,4,"Grollen~A_TARGET_VIBE~2,Gewitter~A_TARGET_VIBE~2,Schreck~A_TARGET_VIBE~2,Stromausfall~A_TARGET_VIBE~2"
Drachen,2,5|11,Sport & Freizeit|Wetter & Himmel,6,"Schnur~A_TARGET_VIBE~2,Windböe~A_TARGET_VIBE~2,Wiese~A_TARGET_VIBE~2,Herbstlaub~A_TARGET_VIBE~2,Papier~A_TARGET_VIBE~2,Steigen~A_TARGET_VIBE~2"
Dreikönigstag,4,13,Feste & Jahreszeiten,6,"Stern~A_TARGET_VIBE~3,Krippe~A_TARGET_VIBE~3,Gottesdienst~A_TARGET_VIBE~4,Kalenderblatt~A_TARGET_VIBE~3,Tradition~A_TARGET_VIBE~3,Kerzenlicht~A_TARGET_VIBE~4"
Duftkerze,2,10,Haushalt & Wohnen,4,"Duft~A_TARGET_VIBE~2,Docht~A_TARGET_VIBE~2,Wachs~A_TARGET_VIBE~2,Streichholz~A_TARGET_VIBE~2"
Dämmerung,2,11|12,Wetter & Himmel|Gefühle & Abstraktes,4,"Silhouette~A_TARGET_VIBE~2,Nachtluft~A_TARGET_VIBE~2,Laterne~A_TARGET_VIBE~2,Horizont~A_TARGET_VIBE~2"
Dürre,3,11,Wetter & Himmel,5,"Rissboden~A_TARGET_VIBE~2,Warnung~A_TARGET_VIBE~3,Staub~A_TARGET_VIBE~2,Hitze~A_TARGET_VIBE~2,Erntekorb~A_TARGET_VIBE~3"
Eichel,2,1|2,Essen & Trinken|Natur & Tiere,4,"Schale~A_TARGET_VIBE~2,Sammeln~A_TARGET_VIBE~2,Rinde~A_TARGET_VIBE~2,Herbstkorb~A_TARGET_VIBE~2"
Eierbecher,1,10,Haushalt & Wohnen,4,"Spüle~A_TARGET_VIBE~2,Keramik~A_TARGET_VIBE~2,Regal~A_TARGET_VIBE~2,Aufbewahrung~A_TARGET_VIBE~2"
Eiersuche,2,13,Feste & Jahreszeiten,4,"Körbchen~A_TARGET_VIBE~2,Suchen~A_TARGET_VIBE~2,Wiese~A_TARGET_VIBE~2,Schokolade~A_TARGET_VIBE~2"
Einladung,2,9,Gesellschaft & Beruf,4,"Umschlag~A_TARGET_VIBE~2,Adresse~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~2,Rückmeldung~A_TARGET_VIBE~2"
Einschulung,3,9|13,Gesellschaft & Beruf|Feste & Jahreszeiten,5,"Schultüte~A_TARGET_VIBE~2,Klassenfoto~A_TARGET_VIBE~3,Gäste~A_TARGET_VIBE~2,Kuchen~A_TARGET_VIBE~3,Aufregung~A_TARGET_VIBE~2"
Eiscreme,2,1,Essen & Trinken,4,"Waffel~A_TARGET_VIBE~2,Vanille~A_TARGET_VIBE~2,Schmelzen~A_TARGET_VIBE~2,Sahne~A_TARGET_VIBE~2"
Eisregen,4,11,Wetter & Himmel,6,"Glatteis~A_TARGET_VIBE~3,Schirm~A_TARGET_VIBE~3,Rutschig~A_TARGET_VIBE~3,Kratzen~A_TARGET_VIBE~4,Warnung~A_TARGET_VIBE~4,Pfütze~A_TARGET_VIBE~3"
Eisstockschießen,4,5|11,Sport & Freizeit|Wetter & Himmel,6,"Sturz~A_TARGET_VIBE~3,Training~A_TARGET_VIBE~3,Kufe~A_TARGET_VIBE~3,Glatteis~A_TARGET_VIBE~4,Helm~A_TARGET_VIBE~3,Runde~A_TARGET_VIBE~3"
Eiszapfen,3,11,Wetter & Himmel,5,"Gefrierpunkt~A_TARGET_VIBE~2,Kratzen~A_TARGET_VIBE~2,Frost~A_TARGET_VIBE~3,Glätte~A_TARGET_VIBE~2,Rutschig~A_TARGET_VIBE~2"
Engel,3,8|13,Geschichte & Mythos|Feste & Jahreszeiten,5,"Stern~A_TARGET_VIBE~3,Kerzenlicht~A_TARGET_VIBE~2,Lichterkette~A_TARGET_VIBE~2,Krippe~A_TARGET_VIBE~2,Geschenk~A_TARGET_VIBE~2"
Ernte,3,2|13,Natur & Tiere|Feste & Jahreszeiten,5,"Erntekorb~A_TARGET_VIBE~2,Sammeln~A_TARGET_VIBE~2,Apfelpresse~A_TARGET_VIBE~3,Most~A_TARGET_VIBE~2,Laub~A_TARGET_VIBE~3"
Erntedank,4,13,Feste & Jahreszeiten,6,"Erntekorb~A_TARGET_VIBE~4,Tradition~A_TARGET_VIBE~3,Gottesdienst~A_TARGET_VIBE~3,Kürbissuppe~A_TARGET_VIBE~4,Laub~A_TARGET_VIBE~3,Dankbarkeit~A_TARGET_VIBE~3"
Erntefest,3,13,Feste & Jahreszeiten,5,"Gäste~A_TARGET_VIBE~2,Erntekorb~A_TARGET_VIBE~3,Tradition~A_TARGET_VIBE~2,Musik~A_TARGET_VIBE~3,Buffet~A_TARGET_VIBE~2"
Erntekrone,4,2|13,Natur & Tiere|Feste & Jahreszeiten,6,"Tradition~A_TARGET_VIBE~3,Erntekorb~A_TARGET_VIBE~3,Gottesdienst~A_TARGET_VIBE~4,Laub~A_TARGET_VIBE~3,Dankbarkeit~A_TARGET_VIBE~3,Stroh~A_TARGET_VIBE~4"
Erntezeit,2,2|13,Natur & Tiere|Feste & Jahreszeiten,4,"Erntekorb~A_TARGET_VIBE~2,Laub~A_TARGET_VIBE~2,Sammeln~A_TARGET_VIBE~2,Apfelpresse~A_TARGET_VIBE~2"
Fackel,3,0|13,Alltag & Gegenstände|Feste & Jahreszeiten,5,"Laterne~A_TARGET_VIBE~2,Rauch~A_TARGET_VIBE~3,Funke~A_TARGET_VIBE~2,Umzug~A_TARGET_VIBE~2,Dunkelheit~A_TARGET_VIBE~2"
Familienrunde,3,13,Feste & Jahreszeiten,5,"Gäste~A_TARGET_VIBE~2,Brettspiel~A_TARGET_VIBE~2,Kerzenlicht~A_TARGET_VIBE~3,Buffet~A_TARGET_VIBE~2,Stimmung~A_TARGET_VIBE~3"
Fanfare,3,4,Kultur & Kunst,5,"Bühne~A_TARGET_VIBE~2,Lautstärke~A_TARGET_VIBE~2,Umzug~A_TARGET_VIBE~3,Musik~A_TARGET_VIBE~2,Applaus~A_TARGET_VIBE~3"
Fastnacht,3,13,Feste & Jahreszeiten,5,"Konfetti~A_TARGET_VIBE~2,Kostüm~A_TARGET_VIBE~2,Umzug~A_TARGET_VIBE~2,Narr~A_TARGET_VIBE~3,Kehraus~A_TARGET_VIBE~3"
Federweißer,4,1|2|13,Essen & Trinken|Natur & Tiere|Feste & Jahreszeiten,6,"Weinlese~A_TARGET_VIBE~4,Prickeln~A_TARGET_VIBE~3,Korken~A_TARGET_VIBE~3,Glas~A_TARGET_VIBE~4,Erntekorb~A_TARGET_VIBE~3,Laub~A_TARGET_VIBE~3"
Feier,2,9|13,Gesellschaft & Beruf|Feste & Jahreszeiten,4,"Gäste~A_TARGET_VIBE~2,Musik~A_TARGET_VIBE~2,Buffet~A_TARGET_VIBE~2,Toast~A_TARGET_VIBE~2"
Feierlaune,3,12|13,Gefühle & Abstraktes|Feste & Jahreszeiten,5,"Stimmung~A_TARGET_VIBE~2,Musik~A_TARGET_VIBE~2,Tanzen~A_TARGET_VIBE~3,Gäste~A_TARGET_VIBE~2,Vorfreude~A_TARGET_VIBE~2"
Feiertag,2,13,Feste & Jahreszeiten,4,"Kalender~A_TARGET_VIBE~2,Datum~A_TARGET_VIBE~2,Planer~A_TARGET_VIBE~2,Ferien~A_TARGET_VIBE~2"
Fest,2,13,Feste & Jahreszeiten,4,"Gäste~A_TARGET_VIBE~2,Musik~A_TARGET_VIBE~2,Buffet~A_TARGET_VIBE~2,Stimmung~A_TARGET_VIBE~2"
Festessen,4,1|13,Essen & Trinken|Feste & Jahreszeiten,6,"Buffet~A_TARGET_VIBE~3,Käse~A_TARGET_VIBE~4,Topf~A_TARGET_VIBE~3,Glas~A_TARGET_VIBE~3,Senf~A_TARGET_VIBE~4,Anstoßen~A_TARGET_VIBE~3"
Festzelt,4,3|13,Orte & Reisen|Feste & Jahreszeiten,6,"Bänke~A_TARGET_VIBE~3,Lautstärke~A_TARGET_VIBE~3,Bühne~A_TARGET_VIBE~4,Zapfhahn~A_TARGET_VIBE~3,Lichter~A_TARGET_VIBE~4,Kellner~A_TARGET_VIBE~3"
Festzopf,4,1|13,Essen & Trinken|Feste & Jahreszeiten,6,"Backofen~A_TARGET_VIBE~4,Teig~A_TARGET_VIBE~3,Vanille~A_TARGET_VIBE~3,Glasur~A_TARGET_VIBE~4,Sahne~A_TARGET_VIBE~3,Puderzucker~A_TARGET_VIBE~3"
Frische,2,12,Gefühle & Abstraktes,4,"Morgentau~A_TARGET_VIBE~2,Nachtluft~A_TARGET_VIBE~2,Dunst~A_TARGET_VIBE~2,Erwartung~A_TARGET_VIBE~2"
Fronleichnam,4,13,Feste & Jahreszeiten,6,"Prozession~A_TARGET_VIBE~4,Blumenteppich~A_TARGET_VIBE~3,Glocken~A_TARGET_VIBE~3,Feiertag~A_TARGET_VIBE~4,Kirchplatz~A_TARGET_VIBE~3,Sommermorgen~A_TARGET_VIBE~4"
Funken,3,11,Wetter & Himmel,5,"Rauch~A_TARGET_VIBE~2,Asche~A_TARGET_VIBE~2,Streichholz~A_TARGET_VIBE~3,Wärme~A_TARGET_VIBE~2,Knall~A_TARGET_VIBE~3"
Freibad,1,3|5,Orte & Reisen|Sport & Freizeit,4,"Chlor~A_TARGET_VIBE~2,Liegewiese~A_TARGET_VIBE~2,Sprungbrett~A_TARGET_VIBE~2,Rutsche~A_TARGET_VIBE~2"
Frühlingsregen,4,11|13,Wetter & Himmel|Feste & Jahreszeiten,6,"Regenjacke~A_TARGET_VIBE~3,Pfütze~A_TARGET_VIBE~4,Tropfen~A_TARGET_VIBE~3,Wiese~A_TARGET_VIBE~3,Pollen~A_TARGET_VIBE~3,Dunst~A_TARGET_VIBE~4"
Frühlingsfest,3,13,Feste & Jahreszeiten,5,"Gäste~A_TARGET_VIBE~3,Musik~A_TARGET_VIBE~2,Wiese~A_TARGET_VIBE~3,Stimmung~A_TARGET_VIBE~2,Buffet~A_TARGET_VIBE~2"
Gästeliste,3,9,Gesellschaft & Beruf,5,"Umschlag~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Rückmeldung~A_TARGET_VIBE~2,Adresse~A_TARGET_VIBE~2,Notiz~A_TARGET_VIBE~2"
Girlande,2,0|13,Alltag & Gegenstände|Feste & Jahreszeiten,4,"Glitzer~A_TARGET_VIBE~2,Konfetti~A_TARGET_VIBE~2,Schleife~A_TARGET_VIBE~2,Lichterkette~A_TARGET_VIBE~2"
Glühbirne,2,0,Alltag & Gegenstände,4,"Licht~A_TARGET_VIBE~2,Fassung~A_TARGET_VIBE~2,Schalter~A_TARGET_VIBE~2,Strom~A_TARGET_VIBE~2"
Glühwein,3,1|13,Essen & Trinken|Feste & Jahreszeiten,5,"Zimt~A_TARGET_VIBE~2,Tasse~A_TARGET_VIBE~2,Dampf~A_TARGET_VIBE~2,Marktbude~A_TARGET_VIBE~3,Korken~A_TARGET_VIBE~2"
Grillkohle,3,1|13,Essen & Trinken|Feste & Jahreszeiten,5,"Zange~A_TARGET_VIBE~3,Rauch~A_TARGET_VIBE~2,Marinade~A_TARGET_VIBE~2,Asche~A_TARGET_VIBE~2,Abendsonne~A_TARGET_VIBE~3"
Hagel,2,11,Wetter & Himmel,4,"Dach~A_TARGET_VIBE~2,Scheibe~A_TARGET_VIBE~2,Gewitter~A_TARGET_VIBE~2,Delle~A_TARGET_VIBE~2"
Halloween,3,13,Feste & Jahreszeiten,5,"Kürbis~A_TARGET_VIBE~2,Kostüm~A_TARGET_VIBE~2,Maske~A_TARGET_VIBE~3,Süßigkeit~A_TARGET_VIBE~2,Spuk~A_TARGET_VIBE~2"
Haselnuss,3,1|2,Essen & Trinken|Natur & Tiere,5,"Knacken~A_TARGET_VIBE~2,Schale~A_TARGET_VIBE~2,Kern~A_TARGET_VIBE~3,Rösten~A_TARGET_VIBE~2,Backen~A_TARGET_VIBE~2"
Häppchen,3,1,Essen & Trinken,5,"Buffet~A_TARGET_VIBE~2,Brotkorb~A_TARGET_VIBE~3,Käse~A_TARGET_VIBE~2,Gurke~A_TARGET_VIBE~2,Salz~A_TARGET_VIBE~2"
Hochzeit,3,9|13,Gesellschaft & Beruf|Feste & Jahreszeiten,5,"Ring~A_TARGET_VIBE~2,Toast~A_TARGET_VIBE~2,Buffet~A_TARGET_VIBE~3,Tanzen~A_TARGET_VIBE~2,Gäste~A_TARGET_VIBE~2"
Juli,1,13,Feste & Jahreszeiten,4,"Kalender~A_TARGET_VIBE~2,Datum~A_TARGET_VIBE~2,Ferien~A_TARGET_VIBE~2,Planer~A_TARGET_VIBE~2"
Kaffeekanne,1,1|10,Essen & Trinken|Haushalt & Wohnen,4,"Karaffe~A_TARGET_VIBE~2,Tasse~A_TARGET_VIBE~2,Korken~A_TARGET_VIBE~2,Spüle~A_TARGET_VIBE~2"
Karneval,3,13,Feste & Jahreszeiten,5,"Konfetti~A_TARGET_VIBE~2,Umzug~A_TARGET_VIBE~2,Narr~A_TARGET_VIBE~2,Kostüm~A_TARGET_VIBE~3,Schunkeln~A_TARGET_VIBE~2"
Kastanie,2,1|2,Essen & Trinken|Natur & Tiere,4,"Schale~A_TARGET_VIBE~2,Herbstkorb~A_TARGET_VIBE~2,Glanz~A_TARGET_VIBE~2,Sammeln~A_TARGET_VIBE~2"
Keksteller,3,1|10,Essen & Trinken|Haushalt & Wohnen,5,"Krümel~A_TARGET_VIBE~2,Dose~A_TARGET_VIBE~2,Puderzucker~A_TARGET_VIBE~2,Spüle~A_TARGET_VIBE~2,Ausstecher~A_TARGET_VIBE~3"
Kältewelle,3,11,Wetter & Himmel,5,"Warnung~A_TARGET_VIBE~3,Frost~A_TARGET_VIBE~2,Heizung~A_TARGET_VIBE~3,Streusalz~A_TARGET_VIBE~2,Glatteis~A_TARGET_VIBE~3"
Kamin,2,10,Haushalt & Wohnen,4,"Wärme~A_TARGET_VIBE~2,Rauch~A_TARGET_VIBE~2,Asche~A_TARGET_VIBE~2,Holzstapel~A_TARGET_VIBE~2"
Konfetti,2,0|13,Alltag & Gegenstände|Feste & Jahreszeiten,4,"Schleife~A_TARGET_VIBE~2,Girlande~A_TARGET_VIBE~2,Glitzer~A_TARGET_VIBE~2,Tanzen~A_TARGET_VIBE~2"
Lametta,2,0|13,Alltag & Gegenstände|Feste & Jahreszeiten,4,"Glitzer~A_TARGET_VIBE~2,Tanne~A_TARGET_VIBE~2,Lichterkette~A_TARGET_VIBE~2,Stern~A_TARGET_VIBE~2"
Lampion,3,0|13,Alltag & Gegenstände|Feste & Jahreszeiten,5,"Papier~A_TARGET_VIBE~2,Licht~A_TARGET_VIBE~2,Umzug~A_TARGET_VIBE~3,Windschutz~A_TARGET_VIBE~2,Dunkelheit~A_TARGET_VIBE~3"
