word,difficulty,genre_ids,genre_names,hint_count,hints
Brise,2,11,Wetter & Himmel,4,"Segel~A_TARGET_VIBE~2,Düne~A_TARGET_VIBE~2,Salzluft~A_TARGET_VIBE~2,Kräuseln~A_TARGET_VIBE~3"
Brombeere,3,1|2,Essen & Trinken|Natur & Tiere,5,"Dornen~A_TARGET_VIBE~3,Hecke~A_TARGET_VIBE~2,Marmelade~A_TARGET_VIBE~2,Sommer~A_TARGET_VIBE~2,Sammelkorb~A_TARGET_VIBE~3"
Bromelie,4,2,Natur & Tiere,6,"Duft~A_TARGET_VIBE~3,Schattig~A_TARGET_VIBE~3,Pollen~A_TARGET_VIBE~3,Waldduft~A_TARGET_VIBE~3,Laub~A_TARGET_VIBE~3,Biene~A_TARGET_VIBE~3"
Buche,2,2,Natur & Tiere,4,"Stamm~A_TARGET_VIBE~3,Jahresring~A_TARGET_VIBE~3,Laub~A_TARGET_VIBE~2,Rinde~A_TARGET_VIBE~2"
Buchsbaum,4,2,Natur & Tiere,6,"Hecke~A_TARGET_VIBE~3,Wintergrün~A_TARGET_VIBE~3,Schattig~A_TARGET_VIBE~3,Laub~A_TARGET_VIBE~3,Rinde~A_TARGET_VIBE~3,Krone~A_TARGET_VIBE~3"
Bucht,3,2|3,Natur & Tiere|Orte & Reisen,5,"Anker~A_TARGET_VIBE~2,Küste~A_TARGET_VIBE~2,Landzunge~A_TARGET_VIBE~3,Segel~A_TARGET_VIBE~2,Hafen~A_TARGET_VIBE~2"
Bussard,4,2,Natur & Tiere,6,"Thermik~A_TARGET_VIBE~3,Kreisflug~A_TARGET_VIBE~3,Klaue~A_TARGET_VIBE~3,Ansitz~A_TARGET_VIBE~3,Beute~A_TARGET_VIBE~3,Fels~A_TARGET_VIBE~3"
Bär,2,2,Natur & Tiere,4,"Höhle~A_TARGET_VIBE~2,Tatze~A_TARGET_VIBE~2,Honig~A_TARGET_VIBE~2,Winterschlaf~A_TARGET_VIBE~2"
Büffel,4,2,Natur & Tiere,6,"Herde~A_TARGET_VIBE~3,Savanne~A_TARGET_VIBE~3,Staub~A_TARGET_VIBE~3,Weide~A_TARGET_VIBE~3,Flucht~A_TARGET_VIBE~3,Revier~A_TARGET_VIBE~3"
Champignon,2,1|2,Essen & Trinken|Natur & Tiere,4,"Pfanne~A_TARGET_VIBE~2,Rahmsoße~A_TARGET_VIBE~3,Sammelkorb~A_TARGET_VIBE~2,Myzel~A_TARGET_VIBE~3"
Chamäleon,4,2,Natur & Tiere,6,"Farbwechsel~A_TARGET_VIBE~3,Zunge~A_TARGET_VIBE~3,Terrarium~A_TARGET_VIBE~3,Ast~A_TARGET_VIBE~3,Tarnung~A_TARGET_VIBE~3,Augen~A_TARGET_VIBE~3"
Chinchilla,4,2,Natur & Tiere,6,"Fell~A_TARGET_VIBE~3,Nachtaktiv~A_TARGET_VIBE~3,Bau~A_TARGET_VIBE~3,Weide~A_TARGET_VIBE~3,Spur~A_TARGET_VIBE~3,Revier~A_TARGET_VIBE~3"
Dachs,3,2,Natur & Tiere,5,"Bau~A_TARGET_VIBE~2,Dämmerung~A_TARGET_VIBE~3,Streifen~A_TARGET_VIBE~2,Waldweg~A_TARGET_VIBE~3,Graben~A_TARGET_VIBE~2"
Delfinbulle,4,2,Natur & Tiere,6,"Sonar~A_TARGET_VIBE~3,Flosse~A_TARGET_VIBE~3,Sprung~A_TARGET_VIBE~3,Bugwelle~A_TARGET_VIBE~3,Meer~A_TARGET_VIBE~3,Horizont~A_TARGET_VIBE~3"
Delta,3,2|3,Natur & Tiere|Orte & Reisen,5,"Mündung~A_TARGET_VIBE~3,Schlick~A_TARGET_VIBE~3,Schilf~A_TARGET_VIBE~3,Vogelzug~A_TARGET_VIBE~3,Verzweigung~A_TARGET_VIBE~3"
Distel,3,2,Natur & Tiere,5,"Stachel~A_TARGET_VIBE~3,Wiese~A_TARGET_VIBE~2,Biene~A_TARGET_VIBE~2,Pollen~A_TARGET_VIBE~2,Dornen~A_TARGET_VIBE~3"
Donner,3,11,Wetter & Himmel,5,"Warnung~A_TARGET_VIBE~3,Nacht~A_TARGET_VIBE~3,Dunst~A_TARGET_VIBE~3,Schatten~A_TARGET_VIBE~3,Horizont~A_TARGET_VIBE~3"
Dorsch,3,1|2,Essen & Trinken|Natur & Tiere,5,"Netz~A_TARGET_VIBE~2,Gräte~A_TARGET_VIBE~2,Räuchern~A_TARGET_VIBE~3,Salz~A_TARGET_VIBE~2,Haken~A_TARGET_VIBE~2"
Drossel,3,2,Natur & Tiere,5,"Zwitschern~A_TARGET_VIBE~3,Garten~A_TARGET_VIBE~2,Nistkasten~A_TARGET_VIBE~3,Hecke~A_TARGET_VIBE~2,Feder~A_TARGET_VIBE~2"
Dunst,2,11,Wetter & Himmel,4,"Sichtweite~A_TARGET_VIBE~2,Feuchte~A_TARGET_VIBE~2,Morgengrauen~A_TARGET_VIBE~3,Tropfen~A_TARGET_VIBE~2"
Düne,2,2|3,Natur & Tiere|Orte & Reisen,4,"Sand~A_TARGET_VIBE~2,Wind~A_TARGET_VIBE~2,Küste~A_TARGET_VIBE~2,Fußspur~A_TARGET_VIBE~2"
Efeu,4,2,Natur & Tiere,6,"Hecke~A_TARGET_VIBE~3,Schattig~A_TARGET_VIBE~3,Krone~A_TARGET_VIBE~3,Laub~A_TARGET_VIBE~3,Rinde~A_TARGET_VIBE~3,Saftstrom~A_TARGET_VIBE~3"
Eiche,2,2,Natur & Tiere,4,"Jahresring~A_TARGET_VIBE~3,Borke~A_TARGET_VIBE~3,Laub~A_TARGET_VIBE~2,Krone~A_TARGET_VIBE~2"
Eichhörnchen,2,2,Natur & Tiere,4,"Nuss~A_TARGET_VIBE~2,Kletterast~A_TARGET_VIBE~2,Vorrat~A_TARGET_VIBE~3,Schwanz~A_TARGET_VIBE~2"
Eisvogel,4,2,Natur & Tiere,6,"Ufer~A_TARGET_VIBE~3,Blitzflug~A_TARGET_VIBE~3,Türkis~A_TARGET_VIBE~3,Bach~A_TARGET_VIBE~3,Ansitz~A_TARGET_VIBE~3,Sturzflug~A_TARGET_VIBE~3"
Elch,3,2,Natur & Tiere,5,"Geweih~A_TARGET_VIBE~3,Moor~A_TARGET_VIBE~2,Weide~A_TARGET_VIBE~2,Spur~A_TARGET_VIBE~2,Dämmerung~A_TARGET_VIBE~3"
Erdbeere,1,1|2,Essen & Trinken|Natur & Tiere,4,"Schlagsahne~A_TARGET_VIBE~2,Ernte~A_TARGET_VIBE~2,Sommer~A_TARGET_VIBE~2,Marmelade~A_TARGET_VIBE~2"
Eule,3,2,Natur & Tiere,5,"Nacht~A_TARGET_VIBE~3,Lautlos~A_TARGET_VIBE~3,Ansitz~A_TARGET_VIBE~2,Horst~A_TARGET_VIBE~2,Schnabel~A_TARGET_VIBE~2"
Falken,4,2,Natur & Tiere,6,"Thermik~A_TARGET_VIBE~3,Kreisflug~A_TARGET_VIBE~3,Klaue~A_TARGET_VIBE~3,Beute~A_TARGET_VIBE~3,Ansitz~A_TARGET_VIBE~3,Flugbahn~A_TARGET_VIBE~3"
Farn,3,2,Natur & Tiere,5,"Schattig~A_TARGET_VIBE~3,Laub~A_TARGET_VIBE~2,Waldduft~A_TARGET_VIBE~3,Rinde~A_TARGET_VIBE~3,Samen~A_TARGET_VIBE~2"
Fasan,4,2,Natur & Tiere,6,"Balz~A_TARGET_VIBE~3,Feder~A_TARGET_VIBE~3,Flugbahn~A_TARGET_VIBE~3,Ansitz~A_TARGET_VIBE~3,Hecke~A_TARGET_VIBE~3,Garten~A_TARGET_VIBE~3"
Fichte,3,2,Natur & Tiere,5,"Nadel~A_TARGET_VIBE~2,Zapfen~A_TARGET_VIBE~2,Harz~A_TARGET_VIBE~2,Wintergrün~A_TARGET_VIBE~3,Waldweg~A_TARGET_VIBE~3"
Fink,3,2,Natur & Tiere,5,"Zwitschern~A_TARGET_VIBE~3,Garten~A_TARGET_VIBE~2,Hecke~A_TARGET_VIBE~2,Nistkasten~A_TARGET_VIBE~3,Laub~A_TARGET_VIBE~3"
Flamingo,4,2,Natur & Tiere,6,"Kolonie~A_TARGET_VIBE~3,Ufer~A_TARGET_VIBE~3,Schilf~A_TARGET_VIBE~3,Flattern~A_TARGET_VIBE~3,Schnabel~A_TARGET_VIBE~3,Feder~A_TARGET_VIBE~3"
Forelle,3,1|2,Essen & Trinken|Natur & Tiere,5,"Angel~A_TARGET_VIBE~2,Strömung~A_TARGET_VIBE~3,Laich~A_TARGET_VIBE~2,Ufer~A_TARGET_VIBE~2,Gräte~A_TARGET_VIBE~2"
Frost,2,11,Wetter & Himmel,4,"Kälte~A_TARGET_VIBE~2,Glätte~A_TARGET_VIBE~3,Warnung~A_TARGET_VIBE~2,Schatten~A_TARGET_VIBE~2"
Frosch,2,2,Natur & Tiere,4,"Quaken~A_TARGET_VIBE~2,Teich~A_TARGET_VIBE~2,Laich~A_TARGET_VIBE~2,Ufer~A_TARGET_VIBE~2"
Fuchs,2,2,Natur & Tiere,4,"Dämmerung~A_TARGET_VIBE~2,Spur~A_TARGET_VIBE~2,Bau~A_TARGET_VIBE~2,Revier~A_TARGET_VIBE~2"
Fjord,4,2|3,Natur & Tiere|Orte & Reisen,6,"Küste~A_TARGET_VIBE~3,Anker~A_TARGET_VIBE~3,Strömung~A_TARGET_VIBE~3,Hafen~A_TARGET_VIBE~3,Salz~A_TARGET_VIBE~3,Panorama~A_TARGET_VIBE~3"
Fledermaus,2,2,Natur & Tiere,4,"Nacht~A_TARGET_VIBE~3,Höhle~A_TARGET_VIBE~2,Flattern~A_TARGET_VIBE~2,Dämmerung~A_TARGET_VIBE~2"
Gans,3,2,Natur & Tiere,5,"Ufer~A_TARGET_VIBE~2,Schilf~A_TARGET_VIBE~3,Kolonie~A_TARGET_VIBE~2,Flattern~A_TARGET_VIBE~2,Schnabel~A_TARGET_VIBE~2"
Geier,4,2,Natur & Tiere,6,"Thermik~A_TARGET_VIBE~3,Kreisflug~A_TARGET_VIBE~3,Beute~A_TARGET_VIBE~3,Klaue~A_TARGET_VIBE~3,Fels~A_TARGET_VIBE~3,Ansitz~A_TARGET_VIBE~3"
Gepard,4,2,Natur & Tiere,6,"Savanne~A_TARGET_VIBE~3,Flucht~A_TARGET_VIBE~3,Spur~A_TARGET_VIBE~3,Revier~A_TARGET_VIBE~3,Fell~A_TARGET_VIBE~3,Dämmerung~A_TARGET_VIBE~3"
Gewitter,4,11,Wetter & Himmel,6,"Blitz~A_TARGET_VIBE~3,Donner~A_TARGET_VIBE~3,Schwüle~A_TARGET_VIBE~3,Regenguss~A_TARGET_VIBE~3,Horizont~A_TARGET_VIBE~3,Warnung~A_TARGET_VIBE~3"
Giraffe,2,2,Natur & Tiere,4,"Savanne~A_TARGET_VIBE~2,Herde~A_TARGET_VIBE~2,Weide~A_TARGET_VIBE~2,Flucht~A_TARGET_VIBE~2"
Gletscher,4,2|3,Natur & Tiere|Orte & Reisen,6,"Gletscherspalte~A_TARGET_VIBE~3,Schmelzwasser~A_TARGET_VIBE~3,Eisblau~A_TARGET_VIBE~3,Moräne~A_TARGET_VIBE~3,Höhenlage~A_TARGET_VIBE~3,Kälte~A_TARGET_VIBE~3"
Grasfrosch,4,2,Natur & Tiere,6,"Quaken~A_TARGET_VIBE~3,Laich~A_TARGET_VIBE~3,Teich~A_TARGET_VIBE~3,Ufer~A_TARGET_VIBE~3,Feuchte~A_TARGET_VIBE~3,Moos~A_TARGET_VIBE~3"
Hagel,3,11,Wetter & Himmel,5,"Beule~A_TARGET_VIBE~3,Korn~A_TARGET_VIBE~3,Unwetter~A_TARGET_VIBE~3,Schaden~A_TARGET_VIBE~3,Scheibe~A_TARGET_VIBE~3"
Hase,1,2,Natur & Tiere,4,"Flucht~A_TARGET_VIBE~2,Weide~A_TARGET_VIBE~2,Spur~A_TARGET_VIBE~2,Dämmerung~A_TARGET_VIBE~2"
Hecht,3,1|2,Essen & Trinken|Natur & Tiere,5,"Angel~A_TARGET_VIBE~2,Schuppe~A_TARGET_VIBE~3,Laich~A_TARGET_VIBE~2,Ufer~A_TARGET_VIBE~2,Gräte~A_TARGET_VIBE~2"
Heidekraut,4,2,Natur & Tiere,6,"Wiese~A_TARGET_VIBE~3,Duft~A_TARGET_VIBE~3,Pollen~A_TARGET_VIBE~3,Biene~A_TARGET_VIBE~3,Schattig~A_TARGET_VIBE~3,Herbstlaub~A_TARGET_VIBE~3"
Heidelbeere,2,1|2,Essen & Trinken|Natur & Tiere,4,"Wald~A_TARGET_VIBE~2,Mundblau~A_TARGET_VIBE~3,Sammeln~A_TARGET_VIBE~2,Sommer~A_TARGET_VIBE~2"
Hering,4,1|2,Essen & Trinken|Natur & Tiere,6,"Salz~A_TARGET_VIBE~3,Fass~A_TARGET_VIBE~3,Netz~A_TARGET_VIBE~3,Räuchern~A_TARGET_VIBE~3,Ostsee~A_TARGET_VIBE~3,Gräte~A_TARGET_VIBE~3"
Himbeere,2,1|2,Essen & Trinken|Natur & Tiere,4,"Sommer~A_TARGET_VIBE~2,Saft~A_TARGET_VIBE~2,Kuchen~A_TARGET_VIBE~2,Duft~A_TARGET_VIBE~2"
Hornisse,4,2,Natur & Tiere,6,"Stich~A_TARGET_VIBE~3,Nest~A_TARGET_VIBE~3,Süßes~A_TARGET_VIBE~3,Fühler~A_TARGET_VIBE~3,Schwarm~A_TARGET_VIBE~3,Summen~A_TARGET_VIBE~3"
Igel,2,2,Natur & Tiere,4,"Dämmerung~A_TARGET_VIBE~2,Laub~A_TARGET_VIBE~2,Spur~A_TARGET_VIBE~2,Bau~A_TARGET_VIBE~2"
Insel,3,2|3,Natur & Tiere|Orte & Reisen,5,"Fähre~A_TARGET_VIBE~3,Küste~A_TARGET_VIBE~2,Bucht~A_TARGET_VIBE~3,Leuchtturm~A_TARGET_VIBE~3,Abgeschieden~A_TARGET_VIBE~3"
Jaguar,4,2,Natur & Tiere,6,"Dschungel~A_TARGET_VIBE~3,Revier~A_TARGET_VIBE~3,Spur~A_TARGET_VIBE~3,Dämmerung~A_TARGET_VIBE~3,Beute~A_TARGET_VIBE~3,Fell~A_TARGET_VIBE~3"
Johannisbeere,3,1|2,Essen & Trinken|Natur & Tiere,5,"Strauch~A_TARGET_VIBE~3,Gelee~A_TARGET_VIBE~2,Sommer~A_TARGET_VIBE~2,Säure~A_TARGET_VIBE~2,Ernte~A_TARGET_VIBE~2"
Kaktus,3,2,Natur & Tiere,5,"Stachel~A_TARGET_VIBE~3,Wüste~A_TARGET_VIBE~2,Trockenheit~A_TARGET_VIBE~3,Fensterbank~A_TARGET_VIBE~3,Sand~A_TARGET_VIBE~2"
Kanarienvogel,4,2,Natur & Tiere,6,"Zwitschern~A_TARGET_VIBE~3,Nistkasten~A_TARGET_VIBE~3,Feder~A_TARGET_VIBE~3,Schnabel~A_TARGET_VIBE~3,Garten~A_TARGET_VIBE~3,Hecke~A_TARGET_VIBE~3"
Karpfen,3,1|2,Essen & Trinken|Natur & Tiere,5,"Teich~A_TARGET_VIBE~2,Laich~A_TARGET_VIBE~2,Angel~A_TARGET_VIBE~2,Schuppe~A_TARGET_VIBE~3,Gräte~A_TARGET_VIBE~2"
Kiebitz,4,2,Natur & Tiere,6,"Wiese~A_TARGET_VIBE~3,Zug~A_TARGET_VIBE~3,Feder~A_TARGET_VIBE~3,Schilf~A_TARGET_VIBE~3,Nistkasten~A_TARGET_VIBE~3,Ufer~A_TARGET_VIBE~3"
Kirsche,2,1|2,Essen & Trinken|Natur & Tiere,4,"Stiel~A_TARGET_VIBE~2,Kern~A_TARGET_VIBE~2,Kuchen~A_TARGET_VIBE~2,Kirschsaft~A_TARGET_VIBE~3"
Klippe,3,2|3,Natur & Tiere|Orte & Reisen,5,"Abgrund~A_TARGET_VIBE~3,Brandung~A_TARGET_VIBE~3,Fels~A_TARGET_VIBE~3,Aussicht~A_TARGET_VIBE~3,Küste~A_TARGET_VIBE~2"
Klee,3,2,Natur & Tiere,5,"Wiese~A_TARGET_VIBE~2,Pollen~A_TARGET_VIBE~2,Biene~A_TARGET_VIBE~2,Duft~A_TARGET_VIBE~3,Nektar~A_TARGET_VIBE~3"
Kojote,3,2,Natur & Tiere,5,"Rudel~A_TARGET_VIBE~3,Heulen~A_TARGET_VIBE~3,Revier~A_TARGET_VIBE~2,Dämmerung~A_TARGET_VIBE~3,Spur~A_TARGET_VIBE~2"
Kormoran,4,2,Natur & Tiere,6,"Küste~A_TARGET_VIBE~3,Ufer~A_TARGET_VIBE~3,Sturzflug~A_TARGET_VIBE~3,Kolonie~A_TARGET_VIBE~3,Feder~A_TARGET_VIBE~3,Schilf~A_TARGET_VIBE~3"
Kornblume,4,2,Natur & Tiere,6,"Wiese~A_TARGET_VIBE~3,Duft~A_TARGET_VIBE~3,Pollen~A_TARGET_VIBE~3,Biene~A_TARGET_VIBE~3,Vase~A_TARGET_VIBE~3,Nektar~A_TARGET_VIBE~3"
Kranich,4,2,Natur & Tiere,6,"Zug~A_TARGET_VIBE~3,Schilf~A_TARGET_VIBE~3,Ufer~A_TARGET_VIBE~3,Feder~A_TARGET_VIBE~3,Kolonie~A_TARGET_VIBE~3,Schnabel~A_TARGET_VIBE~3"
Krokodil,3,2,Natur & Tiere,5,"Schuppen~A_TARGET_VIBE~3,Sumpf~A_TARGET_VIBE~2,Tarnung~A_TARGET_VIBE~3,Zunge~A_TARGET_VIBE~3,Sonnplatz~A_TARGET_VIBE~2"
Kuckuck,3,2,Natur & Tiere,5,"Zwitschern~A_TARGET_VIBE~3,Zug~A_TARGET_VIBE~2,Nistkasten~A_TARGET_VIBE~3,Hecke~A_TARGET_VIBE~2,Feder~A_TARGET_VIBE~2"
Küste,2,2|3,Natur & Tiere|Orte & Reisen,4,"Salz~A_TARGET_VIBE~2,Leuchtturm~A_TARGET_VIBE~3,Düne~A_TARGET_VIBE~2,Hafen~A_TARGET_VIBE~2"
Lachs,3,1|2,Essen & Trinken|Natur & Tiere,5,"Räuchern~A_TARGET_VIBE~3,Strömung~A_TARGET_VIBE~3,Laich~A_TARGET_VIBE~2,Gräte~A_TARGET_VIBE~2,Netz~A_TARGET_VIBE~2"
Lagune,4,2|3,Natur & Tiere|Orte & Reisen,6,"Flachwasser~A_TARGET_VIBE~3,Sandbank~A_TARGET_VIBE~3,Mangrove~A_TARGET_VIBE~3,Türkis~A_TARGET_VIBE~3,Kanu~A_TARGET_VIBE~3,Stille~A_TARGET_VIBE~3"
Lärche,3,2,Natur & Tiere,5,"Nadel~A_TARGET_VIBE~2,Zapfen~A_TARGET_VIBE~2,Harz~A_TARGET_VIBE~2,Wintergrün~A_TARGET_VIBE~3,Waldweg~A_TARGET_VIBE~3"
Lawine,3,2|11,Natur & Tiere|Wetter & Himmel,5,"Hang~A_TARGET_VIBE~3,Warnstufe~A_TARGET_VIBE~3,Schneebrett~A_TARGET_VIBE~3,Pieps~A_TARGET_VIBE~3,Rettung~A_TARGET_VIBE~3"
Leguan,4,2,Natur & Tiere,6,"Wärmelampe~A_TARGET_VIBE~3,Sonnplatz~A_TARGET_VIBE~3,Schuppen~A_TARGET_VIBE~3,Terrarium~A_TARGET_VIBE~3,Zunge~A_TARGET_VIBE~3,Tarnung~A_TARGET_VIBE~3"
Linde,3,2,Natur & Tiere,5,"Duft~A_TARGET_VIBE~3,Laub~A_TARGET_VIBE~2,Jahresring~A_TARGET_VIBE~3,Rinde~A_TARGET_VIBE~2,Krone~A_TARGET_VIBE~3"
